"","StudyID","Obs.ID","DOI","DispersingAgent","DispersingAgent.SodiumHex","DispersingAgent.OtherSolution","DispersingAgent.GlassBeads","DispersingAgent.Sonication","DispersingAgent.Combo","FractionationMethod","FractionationMethod.Size","FractionationMethod.Density","FractionationMethod.SizeAndDensity","Continent","Continent.Africa","Continent.Asia","Continent.Australia","Continent.Europe","Continent.NorthAmerica","Continent.SouthAmerica","country","ResponseCalc","ResponseCalc.Direct","ResponseCalc.Indirect","rv.type","summed","rv","mean.control.in.g.kg.1","mean.treatment.in.g.kg.1","sd.control.in.g.kg..1","sd.treatment.in.g.kg.1","sd.imputed.in.g.kg.1","control.BD..Mg.m.3.","treat.BD..Mg.m.3.","mean.control.in.Mg.ha.1","mean.treatment.in.Mg.ha.1","sd.control.in.Mg.ha.1","sd.treatment.in.Mg.ha.1","sd.imputed.in.Mg.ha.1","depth.upper.limit..cm.","depth.lower.limit..cm.","depth.type","depth.surface","depth.subsoil","depth.deepsoil","soilorder","soilorder.Alfisols","soilorder.Inceptisols","soilorder.Mollisols","soilorder.Oxisols","soilorder.Spodosols","soilorder.Ultisols","Baseline.depth..cm.","Baseline...sand","Baseline...silt","Baseline...clay","Baseline.TOC..","Baseline.pH","pH.method","SoilCollectionSeason","SoilCollectionSeason.spring","SoilCollectionSeason.summer","SoilCollectionSeason.fall","SoilCollectionSeason.winter","location.name","lat.decimal","long.decimal","maincrop","maincrop.cereal","maincrop.legume","maincrop.cereallegume","maincrop.otherrowcrop","maincrop.perennial","number.of.crop.species.in.control","cover.crop.added","ccadded.grass","ccadded.legume","ccadded.grasslegume","ccadded.brassica","ccadded.grassbrassica","ccadded.legumebrassica","ccadded.grasslegumebrassica","total.C.inputs.cover.crops..Mg.ha.1.yr.1.","bg.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.fallow..Mg.ha.1.yr.1.","ccseason","ccseason.spring","ccseason.summer","ccseason.fall","ccseason.winter","ccseason.yearround","number.crop.species.added","duration..yr.","reps","tillage","tillage.conventional","tillage.reducednotill","N.fertilization.rate..kg.ha.1.yr.1.","N.type","residue.removal....","logRR.type","logRR","percent.change","var","Further.notes","Further.notes.2","Temp","Prec"
"183","Obry",947,"10.2136/sssaj2017.12.0415","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"TN",2,2,0.2185608934,0.2185608934,1,1.1,1.2,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"fall",0,0,1,0,"Boone County",42.017584,-93.76448,"corn",1,0,0,0,0,1,"rye",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,4,4,"no-till",0,1,NA,NA,35,"gkg",0,0,0.0059711,"","",8.8,842
"184","Roso",987,"10.1111/sum.12309","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"TN",1.82,1.95,0.198890413,0.2130968711,1,1.35,1.35,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,0.96,5.3,"CaCl2","spring",1,0,0,0,"Botucatu, SP",-22.8166667,-48.41666667,"soybean",0,1,0,0,0,2,"millet",1,0,0,0,0,0,0,3.906765735,1.0892397,2.817526035,NA,"spring",1,0,0,0,0,1,3,4,"no-till",0,1,0,NA,NA,"gkg",0.069,7,0.0059711,"sorghum grew in all plots as a winter cover crop","",20.6,1283
"185","Roso",988,"10.1111/sum.12309","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"TN",1.82,1.99,0.198890413,0.2174680889,1,1.35,1.35,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,0.96,5.3,"CaCl2","spring",1,0,0,0,"Botucatu, SP",-22.8166667,-48.41666667,"soybean",0,1,0,0,0,2,"sunn hemp",0,1,0,0,0,0,0,1.893090315,0.684063495,1.20902682,NA,"spring",1,0,0,0,0,1,3,4,"no-till",0,1,0,NA,NA,"gkg",0.089,9,0.0059711,"sorghum grew in all plots as a winter cover crop","",20.6,1283
"186","Roso",989,"10.1111/sum.12309","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"TN",1.82,1.85,0.198890413,0.2021688264,1,1.35,1.35,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,0.96,5.3,"CaCl2","spring",1,0,0,0,"Botucatu, SP",-22.8166667,-48.41666667,"soybean",0,1,0,0,0,2,"cober crop",1,0,0,0,0,0,0,3.94777797,1.045740165,2.902037805,NA,"spring",1,0,0,0,0,1,3,4,"no-till",0,1,0,NA,NA,"gkg",0.016,2,0.0059711,"sorghum grew in all plots as a winter cover crop","",20.6,1283
"187","Roso",990,"10.1111/sum.12309","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"TN",1.792592593,1.866666667,0.1958953193,0.2039901672,1,1.35,1.35,1.21,1.26,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,0.96,5.3,"CaCl2","spring",1,0,0,0,"Botucatu, SP",-22.8166667,-48.41666667,"soybean",0,1,0,0,0,2,"millet",1,0,0,0,0,0,0,3.906765735,1.0892397,2.817526035,NA,"spring",1,0,0,0,0,1,3,4,"no-till",0,1,0,NA,NA,"gkg",0.04,4,0.0059711,"sorghum grew in all plots as a winter cover crop","",20.6,1283
"188","Roso",991,"10.1111/sum.12309","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"TN",1.792592593,1.925925926,0.1958953193,0.2104660455,1,1.35,1.35,1.21,1.3,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,0.96,5.3,"CaCl2","spring",1,0,0,0,"Botucatu, SP",-22.8166667,-48.41666667,"soybean",0,1,0,0,0,2,"sunn hemp",0,1,0,0,0,0,0,1.893090315,0.684063495,1.20902682,NA,"spring",1,0,0,0,0,1,3,4,"no-till",0,1,0,NA,NA,"gkg",0.072,7,0.0059711,"sorghum grew in all plots as a winter cover crop","",20.6,1283
"189","Roso",992,"10.1111/sum.12309","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"TN",1.792592593,1.762962963,0.1958953193,0.1926573801,1,1.35,1.35,1.21,1.19,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,0.96,5.3,"CaCl2","spring",1,0,0,0,"Botucatu, SP",-22.8166667,-48.41666667,"soybean",0,1,0,0,0,2,"cober crop",1,0,0,0,0,0,0,3.94777797,1.045740165,2.902037805,NA,"spring",1,0,0,0,0,1,3,4,"no-till",0,1,0,NA,NA,"gkg",-0.017,-2,0.0059711,"sorghum grew in all plots as a winter cover crop","",20.6,1283
"190","Ruis17",1021,"10.1007/s12155-017-9858-z","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"TN",2.6,2.6,0.2841291614,0.2841291614,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,2.36,NA,NA,"spring",1,0,0,0,"Rogers Memorial Farm",40.846,-96.472,"corn",1,0,0,0,0,1,"rye",1,0,0,0,0,0,0,NA,NA,0.22839,NA,"winter",0,0,0,1,0,1,3,4,"no-till",0,1,NA,NA,50,"gkg",0,0,0.0059711,"early-terminated cover crop","rainfed site",10.3,784
"191","Ruis17",1022,"10.1007/s12155-017-9858-z","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"TN",2.6,2.8,0.2841291614,0.3059852508,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,2.36,NA,NA,"spring",1,0,0,0,"Rogers Memorial Farm",40.846,-96.472,"corn",1,0,0,0,0,1,"rye",1,0,0,0,0,0,0,NA,NA,0.7233,NA,"winter",0,0,0,1,0,1,3,4,"no-till",0,1,NA,NA,50,"gkg",0.074,8,0.0059711,"late-terminated cover crop","rainfed site",10.3,784
"192","Ruis17",1023,"10.1007/s12155-017-9858-z","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"TN",2.5,2.7,0.2732011168,0.2950572061,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,2.2,NA,NA,"spring",1,0,0,0,"South Central Agricultural Laboratory",40.582,-98.144,"corn",1,0,0,0,0,1,"rye",1,0,0,0,0,0,0,NA,NA,0.1179,NA,"winter",0,0,0,1,0,1,3,4,"no-till",0,1,NA,NA,50,"gkg",0.077,8,0.0059711,"early-terminated cover crop","irrigated site",10.3,689
"193","Ruis17",1024,"10.1007/s12155-017-9858-z","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"TN",2.5,2.7,0.2732011168,0.2950572061,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,2.2,NA,NA,"spring",1,0,0,0,"South Central Agricultural Laboratory",40.582,-98.144,"corn",1,0,0,0,0,1,"rye",1,0,0,0,0,0,0,NA,NA,1.2867,NA,"winter",0,0,0,1,0,1,3,4,"no-till",0,1,NA,NA,50,"gkg",0.077,8,0.0059711,"late-terminated cover crop","irrigated site",10.3,689
"194","Amad",3,"10.2134/jeq2005.0233","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"TOC",NA,NA,NA,NA,NA,NA,NA,6.76,8.22,0.8343651748,1.014568304,1,0,5,"surface",1,0,0,"Alfisols",1,0,0,0,0,0,"A horizon",66,25.3,8.7,NA,4.5,"water",NA,0,0,0,0,"Santa Maria",-29.75,-53.7,"corn",1,0,0,0,0,1,"ryegrass",1,0,0,0,0,0,0,NA,NA,3.76,NA,"winter",0,0,0,1,0,1,10,2,"no-till",0,1,120,"organic",NA,"mgha",0.196,22,0.0152342,"","",19.4,1654
"195","Amad",4,"10.2134/jeq2005.0233","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"TOC",NA,NA,NA,NA,NA,NA,NA,6.76,9.42,0.8343651748,1.162680465,1,0,5,"surface",1,0,0,"Alfisols",1,0,0,0,0,0,"A horizon",66,25.3,8.7,NA,4.5,"water",NA,0,0,0,0,"Santa Maria",-29.75,-53.7,"corn",1,0,0,0,0,1,"velvet beans",0,1,0,0,0,0,0,NA,NA,4.51,NA,"winter",0,0,0,1,0,1,10,2,"no-till",0,1,120,"organic",NA,"mgha",0.332,39,0.0152342,"","",19.4,1654
"196","Balb",25,"10.1590/S0100-204X2011001000032","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"TOC",48.82,57.96,5.335071408,6.333894691,1,1,0.99,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Inceptisols",0,1,0,0,0,0,"0-20",5,44.4,50.6,2.87,5.25,NA,"spring",1,0,0,0,"North Plateau of Santa Catarina State",-26.4833333,-50.4,"corn-common bean-soybean",0,0,1,0,0,3,"black oat, ryegrass, vetch ",0,0,1,0,0,0,0,NA,NA,1.996875,NA,"winter",0,0,0,1,0,3,4,3,"no-till",0,1,0,NA,NA,"gkg",0.172,19,0.0079615,"","",16.7,1495
"197","Balb",26,"10.1590/S0100-204X2011001000032","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"TOC",48.82,50.76,5.335071408,5.547075474,1,1,0.97,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Inceptisols",0,1,0,0,0,0,"0-20",5,44.4,50.6,2.87,5.25,NA,"spring",1,0,0,0,"North Plateau of Santa Catarina State",-26.4833333,-50.4,"corn-common bean-soybean",0,0,1,0,0,3,"oilseed radish",0,0,0,1,0,0,0,NA,NA,1.17225,NA,"winter",0,0,0,1,0,1,4,3,"no-till",0,1,0,NA,NA,"gkg",0.039,4,0.0079615,"","",16.7,1495
"198","Belt18",173,"10.1007/s12665-018-7606-0","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"TOC",23.4,27.92,0.8767,0.6335,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Balcarce Research Station",-37.75,-58.25,"soybean",0,1,0,0,0,1,"oat",1,0,0,0,0,0,0,NA,NA,2.2,0,"winter",0,0,0,1,0,1,8,3,"no-till",0,1,0,NA,NA,"gkg",0.177,19,0.0006395,"","",14,827
"199","Belt21",198,"10.1002/saj2.20257","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"TOC",NA,NA,NA,NA,NA,NA,NA,6.9,9,0.8516449269,1.110841209,1,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,54.5,26.9,18.6,NA,5.6,"water","spring",1,0,0,0,"Villegas coarse textured soil",-34.9,-62.06666667,"soybean",0,1,0,0,0,1,"rye",1,0,0,0,0,0,0,NA,NA,2.01,NA,"winter",0,0,0,1,0,1,8,3,"no-till",0,1,NA,NA,NA,"mgha",0.266,30,0.0101561,"","",15.7,833
"200","Belt21",199,"10.1002/saj2.20257","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"TOC",NA,NA,NA,NA,NA,NA,NA,14.1,16.7,1.740317894,2.061227577,1,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,23.6,56.9,19.5,NA,5.7,"water","spring",1,0,0,0,"Balcarce fine-textured soil with high temperature and rainfall",-37.75,-58.25,"soybean",0,1,0,0,0,1,"oat",1,0,0,0,0,0,0,NA,NA,1.96,NA,"winter",0,0,0,1,0,1,8,3,"no-till",0,1,NA,NA,NA,"mgha",0.169,18,0.0101561,"","",14,827
"201","Belt21",200,"10.1002/saj2.20257","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"TOC",NA,NA,NA,NA,NA,NA,NA,7.2,7.4,0.8886729672,0.9133583274,1,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,8.3,70.8,20.9,NA,6,"water","spring",1,0,0,0,"Oliveros fine-textured soil with low temperature and rainfall",-32.5333333,-60.86666667,"soybean",0,1,0,0,0,1,"wheat",1,0,0,0,0,0,0,NA,NA,1.58,NA,"winter",0,0,0,1,0,1,8,3,"no-till",0,1,NA,NA,NA,"mgha",0.027,3,0.0101561,"","",17.4,993
"202","Cast",221,"10.2136/vzj2014.07.0093","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"TOC",14.74,6.23,1.610793784,0.6808171829,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Alfisols",1,0,0,0,0,0,"0-20",46.9,9.1,44,NA,4.2,"CaCl2","spring",1,0,0,0,"Botucatu",-22.8,-48.41666667,"soybean, corn, rice",0,0,1,0,0,3,"pearl millet, pigeon pea, sunn hemp, lupine bean",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,4,5,8,"no-till",0,1,NA,NA,NA,"gkg",-0.861,-58,0.0029856,"","",20.6,1283
"203","Conc",284,"10.1016/j.still.2013.01.006","sonication",0,0,0,1,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"TOC",9.006622517,11.25827815,0.9842477319,1.230309665,1,1.51,1.51,6.8,8.5,NA,NA,NA,0,5,"surface",1,0,0,"Ultisols",0,0,0,0,0,1,NA,54,24,22,NA,NA,NA,"spring",1,0,0,0,"Eldorado do Sul",-31.4194444,-52.40555556,"corn",1,0,0,0,0,1,"vetch, cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter and summer",0,1,0,1,0,2,18,3,"conventional",1,0,0,NA,NA,"gkg",0.223,25,0.0079615,"","",17.8,1428
"204","Conc",285,"10.1016/j.still.2013.01.006","sonication",0,0,0,1,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"TOC",14.54545455,19.72027972,1.58953377,2.155040977,1,1.43,1.43,10.4,14.1,NA,NA,NA,0,5,"surface",1,0,0,"Ultisols",0,0,0,0,0,1,NA,54,24,22,NA,NA,NA,"spring",1,0,0,0,"Eldorado do Sul",-31.4194444,-52.40555556,"corn",1,0,0,0,0,1,"vetch, cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter and summer",0,1,0,1,0,2,18,3,"no-till",0,1,0,NA,NA,"gkg",0.304,36,0.0079615,"","",17.8,1428
"205","Cres",309,"10.1016/j.catena.2021.105145","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"TOC",NA,NA,NA,NA,NA,NA,NA,13.92,15.81,0.6408587988,0.692820323,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-20",42.91,32.91,24.18,NA,5.4,"water","fall",0,0,1,0,"Balcare (site 1)",-37.7536111,-58.29805556,"soybean",0,1,0,0,0,1,"oat",1,0,0,0,0,0,0,2.82,NA,NA,NA,"winter",0,0,0,1,0,1,10,3,"no-till",0,1,60,"organic",NA,"mgha",0.127,14,0.0013466,"","",14,827
"206","Cres",310,"10.1016/j.catena.2021.105145","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"TOC",NA,NA,NA,NA,NA,NA,NA,8.18,12.82,0.3464101615,0.4330127019,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-20",13.31,62.7,23.99,NA,6,"water","fall",0,0,1,0,"Marcos Juarez (site 2)",-32.7202778,-62.10388889,"soybean",0,1,0,0,0,1,"triticale",1,0,0,0,0,0,0,3.23,NA,NA,NA,"winter",0,0,0,1,0,1,10,3,"no-till",0,1,80,"organic",NA,"mgha",0.449,57,0.0009781,"","",17.1,860
"207","Cres",311,"10.1016/j.catena.2021.105145","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"TOC",NA,NA,NA,NA,NA,NA,NA,11.12,13.93,1.991858429,0.692820323,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-20",17.78,55.13,27.08,NA,6.3,"water","fall",0,0,1,0,"Parana (site 3)",-31.8497222,-60.53944444,"soybean",0,1,0,0,0,1,"wheat",1,0,0,0,0,0,0,3.55,NA,NA,NA,"winter",0,0,0,1,0,1,10,3,"no-till",0,1,46,"organic",NA,"mgha",0.225,25,0.0115197,"","",18.1,1005
"208","Cres",312,"10.1016/j.catena.2021.105145","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"TOC",NA,NA,NA,NA,NA,NA,NA,7.63,10.42,0.7967433715,0.2944486373,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-20",65.03,21.8,13.17,NA,6,"water","fall",0,0,1,0,"General Villegas (site 4)",-34.8741667,-62.75888889,"soybean",0,1,0,0,0,1,"rye",1,0,0,0,0,0,0,3.88,NA,NA,NA,"winter",0,0,0,1,0,1,10,3,"no-till",0,1,46,"organic",NA,"mgha",0.312,37,0.0039009,"","",16.2,745
"209","deCa",337,"10.1590/S0100-06832011000300016","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"TOC",27.90291262,27.90825688,3.049242755,3.049826779,1,1.03,1.09,14.37,15.21,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",NA,NA,NA,NA,4.5,"water","fall",0,0,1,0,"FUNDACEP",-28.6,-53.66666667,"wheat, soybean",0,0,1,0,0,2,"oat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,19,3,"conventional",1,0,60,NA,NA,"gkg",0,0,0.0079615,"","",19.3,1752
"210","deCa",338,"10.1590/S0100-06832011000300016","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"TOC",31.85454545,30.21138211,3.481078957,3.301513333,1,1.1,1.23,17.52,18.58,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",NA,NA,NA,NA,4.5,"water","fall",0,0,1,0,"FUNDACEP",-28.6,-53.66666667,"wheat, soybean",0,0,1,0,0,2,"oat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,19,3,"no-till",0,1,60,NA,NA,"gkg",-0.053,-5,0.0079615,"","",19.3,1752
"211","Duva",425,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"TOC",19.4,25.5,2.120040666,2.786651391,1,1.33,1.33,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"wheat",1,0,0,0,0,0,0,NA,NA,3.25,NA,"winter",0,0,0,1,0,1,5,3,"no-till",0,1,0,NA,NA,"gkg",0.273,31,0.0079615,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927
"212","Duva",426,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"TOC",19.4,24.3,2.120040666,2.655514855,1,1.33,1.33,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"oat",1,0,0,0,0,0,0,NA,NA,3.27,NA,"winter",0,0,0,1,0,1,5,3,"no-till",0,1,0,NA,NA,"gkg",0.225,25,0.0079615,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927
"213","Duva",427,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"TOC",19.4,24.5,2.120040666,2.677370944,1,1.33,1.33,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"oat, vetch",0,0,1,0,0,0,0,NA,NA,2.68,NA,"winter",0,0,0,1,0,2,5,3,"no-till",0,1,0,NA,NA,"gkg",0.233,26,0.0079615,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927
"214","Duva",428,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"TOC",19.4,22.5,2.120040666,2.458810051,1,1.33,1.33,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"vetch",0,1,0,0,0,0,0,NA,NA,1.75,NA,"winter",0,0,0,1,0,1,5,3,"no-till",0,1,0,NA,NA,"gkg",0.148,16,0.0079615,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927
"215","Garc13",515,"10.2136/sssaj2012.0310","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"TOC",15.3,20.4,1.671990835,2.229321113,1,1.33,1.29,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,1.81,5.3,"CaCl2","spring",1,0,0,0,"Botucatu",-22.8166667,-48.41666639,"soybean",0,1,0,0,0,1,"sorghum-sudangrass",1,0,0,0,0,0,0,NA,NA,2.8305,NA,"spring",1,0,0,0,0,2,3,12,"no-till",0,1,0,NA,NA,"gkg",0.288,33,0.0019904,"","",20.6,1283
"216","Garc13",516,"10.2136/sssaj2012.0310","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"TOC",15.3,20.1,1.671990835,2.196536979,1,1.33,1.3,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,1.81,5.3,"CaCl2","spring",1,0,0,0,"Botucatu",-22.8166667,-48.41666639,"soybean",0,1,0,0,0,1,"sunhemp",0,1,0,0,0,0,0,NA,NA,1.19475,NA,"spring",1,0,0,0,0,1,3,12,"no-till",0,1,0,NA,NA,"gkg",0.273,31,0.0019904,"","",20.6,1283
"217","Garc13",517,"10.2136/sssaj2012.0310","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"TOC",15.3,19.9,1.671990835,2.174680889,1,1.33,1.29,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,1.81,5.3,"CaCl2","spring",1,0,0,0,"Botucatu",-22.8166667,-48.41666639,"soybean",0,1,0,0,0,1,"millet",1,0,0,0,0,0,0,NA,NA,3.132,NA,"spring",1,0,0,0,0,1,3,12,"no-till",0,1,0,NA,NA,"gkg",0.263,30,0.0019904,"","",20.6,1283
