StudyID,Obs ID,DOI,DispersingAgent,DispersingAgent.SodiumHex,DispersingAgent.OtherSolution,DispersingAgent.GlassBeads,DispersingAgent.Sonication,DispersingAgent.Combo,FractionationMethod,FractionationMethod.Size,FractionationMethod.Density,FractionationMethod.SizeAndDensity,Continent,Continent.Africa,Continent.Asia,Continent.Australia,Continent.Europe,Continent.NorthAmerica,Continent.SouthAmerica,country,ResponseCalc,ResponseCalc.Direct,ResponseCalc.Indirect,rv type,summed,rv,mean control in g kg-1,mean treatment in g kg-1,sd control in g kg -1,sd treatment in g kg-1,sd imputed in g kg-1,control BD (Mg m-3),treat BD (Mg m-3),mean control in Mg ha-1,mean treatment in Mg ha-1,sd control in Mg ha-1,sd treatment in Mg ha-1,sd imputed in Mg ha-1,depth upper limit (cm),depth lower limit (cm),depth type,depth surface,depth subsoil,depth deepsoil,soilorder,soilorder.Alfisols,soilorder.Inceptisols,soilorder.Mollisols,soilorder.Oxisols,soilorder.Spodosols,soilorder.Ultisols,Baseline depth (cm),Baseline % sand,Baseline % silt,Baseline % clay,Baseline TOC %,Baseline pH,pH method,SoilCollectionSeason,SoilCollectionSeason.spring,SoilCollectionSeason.summer,SoilCollectionSeason.fall,SoilCollectionSeason.winter,location name,lat decimal,long decimal,maincrop,maincrop.cereal,maincrop.legume,maincrop.cereallegume,maincrop.otherrowcrop,maincrop.perennial,number of crop species in control,cover crop added,ccadded.grass,ccadded.legume,ccadded.grasslegume,ccadded.brassica,ccadded.grassbrassica,ccadded.legumebrassica,ccadded.grasslegumebrassica,total C inputs cover crops (Mg ha-1 yr-1),bg C inputs cover crops (Mg ha-1 yr-1),ag C inputs cover crops (Mg ha-1 yr-1),ag C inputs fallow (Mg ha-1 yr-1),ccseason,ccseason.spring,ccseason.summer,ccseason.fall,ccseason.winter,ccseason.yearround,number crop species added,duration (yr),reps,tillage,tillage conventional,tillage reducednotill,N fertilization rate (kg ha-1 yr-1),N type,residue removal (%),logRR type,logRR,percent change,var,Further notes,Further notes 2
Conc,0269,10.1016/j.still.2013.01.006,sonication,0,0,0,1,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,indirect,0,1,maom fraction,0,MAOC,10.34965035,12.44755245,1.131014413,1.360274092,1,1.43,1.43,7.4,8.9,,,,0,5,surface,1,0,0,Ultisols,0,0,0,0,0,1,NA,54.00,24.00,22.00,NA,NA,NA,spring,1,0,0,0,Eldorado do Sul,-31.4194444,-52.40555556,corn,1,0,0,0,0,1,"vetch, cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,winter and summer,0,1,0,1,0,2,18,3,no-till,0,1,0,NA,NA,gkg,0.185,20,0.0079615,,
deCa,0317,10.1590/S0100-06832011000300016,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,indirect,0,1,maom fraction,0,MAOC,25.2038835,24.27522936,2.754291647,2.652807908,1,1.03,1.09,12.98,13.23,,,,0,5,surface,1,0,0,Oxisols,0,0,0,1,0,0,0-20,NA,NA,NA,NA,4.5,water,fall,0,0,1,0,FUNDACEP,-28.6,-53.66666667,"wheat, soybean",0,0,1,0,0,2,oat,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,19,3,conventional,1,0,60,NA,NA,gkg,-0.038,-4,0.0079615,,
deCa,0318,10.1590/S0100-06832011000300016,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,indirect,0,1,maom fraction,0,MAOC,25.90909091,24.60162602,2.831357028,2.688476681,1,1.1,1.23,14.25,15.13,,,,0,5,surface,1,0,0,Oxisols,0,0,0,1,0,0,0-20,NA,NA,NA,NA,4.5,water,fall,0,0,1,0,FUNDACEP,-28.6,-53.66666667,"wheat, soybean",0,0,1,0,0,2,oat,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,19,3,no-till,0,1,60,NA,NA,gkg,-0.052,-5,0.0079615,,
Duva,0401,10.1016/j.still.2016.04.006,glass beads,0,0,1,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,indirect,0,1,maom fraction,0,MAOC,14.8,17.7,1.617350611,1.934263907,1,1.33,1.33,,,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,0-25,10.20,69.90,19.90,1.66,NA,NA,NA,0,0,0,0,Santa Fe,-32.9558333,-61.305,soybean,0,1,0,0,0,1,wheat,1,0,0,0,0,0,0,NA,NA,3.25,NA,winter,0,0,0,1,0,1,5,3,no-till,0,1,0,NA,NA,gkg,0.179,20,0.0079615,wheat and oat fertilized with 51 kg N ha-1 as urea,
Duva,0402,10.1016/j.still.2016.04.006,glass beads,0,0,1,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,indirect,0,1,maom fraction,0,MAOC,14.8,17.3,1.617350611,1.890551728,1,1.33,1.33,,,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,0-25,10.20,69.90,19.90,1.66,NA,NA,NA,0,0,0,0,Santa Fe,-32.9558333,-61.305,soybean,0,1,0,0,0,1,oat,1,0,0,0,0,0,0,NA,NA,3.27,NA,winter,0,0,0,1,0,1,5,3,no-till,0,1,0,NA,NA,gkg,0.156,17,0.0079615,wheat and oat fertilized with 51 kg N ha-1 as urea,
Duva,0403,10.1016/j.still.2016.04.006,glass beads,0,0,1,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,indirect,0,1,maom fraction,0,MAOC,14.8,16.9,1.617350611,1.846839549,1,1.33,1.33,,,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,0-25,10.20,69.90,19.90,1.66,NA,NA,NA,0,0,0,0,Santa Fe,-32.9558333,-61.305,soybean,0,1,0,0,0,1,"oat, vetch",0,0,1,0,0,0,0,NA,NA,2.68,NA,winter,0,0,0,1,0,2,5,3,no-till,0,1,0,NA,NA,gkg,0.133,14,0.0079615,wheat and oat fertilized with 51 kg N ha-1 as urea,
Duva,0404,10.1016/j.still.2016.04.006,glass beads,0,0,1,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,indirect,0,1,maom fraction,0,MAOC,14.8,16.4,1.617350611,1.792199326,1,1.33,1.33,,,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,0-25,10.20,69.90,19.90,1.66,NA,NA,NA,0,0,0,0,Santa Fe,-32.9558333,-61.305,soybean,0,1,0,0,0,1,vetch,0,1,0,0,0,0,0,NA,NA,1.75,NA,winter,0,0,0,1,0,1,5,3,no-till,0,1,0,NA,NA,gkg,0.103,11,0.0079615,wheat and oat fertilized with 51 kg N ha-1 as urea,
Garc18,0521,10.1016/j.scitotenv.2017.11.240,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,Europe,0,0,0,1,0,0,Spain,indirect,0,1,maom fraction,0,MAOC,7.759584234,6.407815493,0.8479708313,0.7002489394,1,1.37,1.42,5.3153152,4.549549,,,,0,5,surface,1,0,0,Alfisols,1,0,0,0,0,0,NA,49.00,24.13,26.88,0.69,NA,NA,summer,0,1,0,0,Belmonte de Tajo,40.2552778,-3.335277778,grapevine,0,0,0,0,1,1,brachypodium,1,0,0,0,0,0,0,NA,NA,NA,NA,year-round,0,0,0,0,1,1,3,12,no-till,0,1,NA,NA,NA,gkg,-0.191,-17,0.0019904,,
Hang,0566,10.1016/j.still.2007.06.004,other solution,0,1,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,direct,1,0,maom fraction,0,MAOC,1.14,1.31,0.1245797092,0.1431573852,1,NA,NA,,,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,Manfredi Experimental station,-31.8166667,-63.6,soybean,0,1,0,0,0,1,oat,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,NA,3,no-till,0,1,NA,NA,NA,gkg,0.139,15,0.0079615,,
Hang,0567,10.1016/j.still.2007.06.004,other solution,0,1,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,direct,1,0,maom fraction,0,MAOC,1.17,1.33,0.1278581226,0.1453429941,1,NA,NA,,,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,Manfredi Experimental station,-31.8166667,-63.6,"soybean, corn",0,0,1,0,0,2,oat,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,NA,3,no-till,0,1,NA,NA,NA,gkg,0.128,14,0.0079615,,
Mart,0753,10.1111/sum.12547,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,direct,1,0,maom fraction,0,MAOC,11.73987609,12.79497895,1.282938903,1.398241015,1,1.33,1.33,7.8070176,8.508661,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,0-20,NA,NA,NA,1.52,5.8,water,fall,0,0,1,0,Santa Fe,-33.25,-61.55,soybean,0,1,0,0,0,1,triticale,1,0,0,0,0,0,0,4.175,NA,NA,NA,winter,0,0,0,1,0,1,4,3,no-till,0,1,0,NA,NA,gkg,0.086,9,0.0079615,,
Mart,0754,10.1111/sum.12547,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,direct,1,0,maom fraction,0,MAOC,19.4777252,19.47792992,2.12853451,2.128556883,1,1.27,1.27,12.3683555,12.3684855,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,0-20,NA,NA,NA,2.67,5.4,water,fall,0,0,1,0,Balcarce,-37.75,-58.3,soybean,0,1,0,0,0,1,oats,1,0,0,0,0,0,0,1.95,NA,NA,NA,winter,0,0,0,1,0,1,4,3,no-till,0,1,0,NA,NA,gkg,0.000,0,0.0079615,,
Nasc,0824,10.1016/j.still.2013.02.008,other solution,0,1,0,0,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,maom fraction,0,MAOC,14,16.8,1.529926254,1.835911505,1,NA,NA,,,,,,0,5,surface,1,0,0,NA,0,0,0,0,0,0,0-20,NA,NA,NA,1.04,6.25,water,fall,0,0,1,0,Santo Antonio de Goias,-16.45,-49.28333333,rice,1,0,0,0,0,1,Panicum maximum,1,0,0,0,0,0,0,NA,NA,NA,NA,year-round,0,0,0,0,1,1,2,3,no-till,0,1,55,organic,NA,gkg,0.182,20,0.0079615,,
Nasc,0825,10.1016/j.still.2013.02.008,other solution,0,1,0,0,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,maom fraction,0,MAOC,14,16.2,1.529926254,1.770343237,1,NA,NA,,,,,,0,5,surface,1,0,0,NA,0,0,0,0,0,0,0-20,NA,NA,NA,1.04,6.25,water,fall,0,0,1,0,Santo Antonio de Goias,-16.45,-49.28333333,rice,1,0,0,0,0,1,Brachiaria ruziziensis,1,0,0,0,0,0,0,NA,NA,NA,NA,year-round,0,0,0,0,1,1,2,3,no-till,0,1,55,organic,NA,gkg,0.146,16,0.0079615,,
Nasc,0826,10.1016/j.still.2013.02.008,other solution,0,1,0,0,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,maom fraction,0,MAOC,14,16.1,1.529926254,1.759415192,1,NA,NA,,,,,,0,5,surface,1,0,0,NA,0,0,0,0,0,0,0-20,NA,NA,NA,1.04,6.25,water,fall,0,0,1,0,Santo Antonio de Goias,-16.45,-49.28333333,rice,1,0,0,0,0,1,Brachiaria brizantha,1,0,0,0,0,0,0,NA,NA,NA,NA,year-round,0,0,0,0,1,1,2,3,no-till,0,1,55,organic,NA,gkg,0.140,15,0.0079615,,
Nasc,0827,10.1016/j.still.2013.02.008,other solution,0,1,0,0,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,maom fraction,0,MAOC,14,19.4,1.529926254,2.120040666,1,NA,NA,,,,,,0,5,surface,1,0,0,NA,0,0,0,0,0,0,0-20,NA,NA,NA,1.04,6.25,water,fall,0,0,1,0,Santo Antonio de Goias,-16.45,-49.28333333,rice,1,0,0,0,0,1,millet,1,0,0,0,0,0,0,NA,NA,NA,NA,year-round,0,0,0,0,1,1,2,3,no-till,0,1,55,organic,NA,gkg,0.326,39,0.0079615,,
Nasc,0828,10.1016/j.still.2013.02.008,other solution,0,1,0,0,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,maom fraction,0,MAOC,15.8,16.9,1.726631058,1.846839549,1,NA,NA,,,,,,0,5,surface,1,0,0,NA,0,0,0,0,0,0,0-20,NA,NA,NA,1.04,6.25,water,fall,0,0,1,0,Santo Antonio de Goias,-16.45,-49.28333333,rice,1,0,0,0,0,1,Brachiaria brizantha,1,0,0,0,0,0,0,NA,NA,NA,NA,year-round,0,0,0,0,1,1,2,3,conventional,1,0,55,organic,NA,gkg,0.067,7,0.0079615,,
Neto,0924,10.1016/j.geodrs.2020.e00347,other solution,0,1,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,indirect,0,1,maom fraction,0,MAOC,14,13,1.529926254,1.420645807,1,1.4,1.3,,,,,,0,5,surface,1,0,0,Oxisols,0,0,0,1,0,0,0-20,46.90,9.10,44.00,0.75,4.2,CaCl2,spring,1,0,0,0,Botucatu,-22.8166667,-48.38333333,soybean-corn-rice-common bean,0,0,1,0,0,4,"pearl millet,pigeon pea,sun hemp,lupine bean,sunhemp",0,0,1,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,5,7,4,no-till,0,1,NA,NA,NA,gkg,-0.074,-7,0.0059711,,
Obry,0939,10.2136/sssaj2017.12.0415,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,North America,0,0,0,0,1,0,USA,indirect,0,1,maom fraction,0,MAOC,18,18,1.967048041,1.967048041,1,1.1,1.2,,,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,fall,0,0,1,0,Boone County,42.017584,-93.76448,corn,1,0,0,0,0,1,rye,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,4,4,no-till,0,1,NA,NA,35,gkg,0.000,0,0.0059711,,
Sala,1065,10.36783/18069657rbcs20200103,glass beads,0,0,1,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,direct,1,0,maom fraction,0,MAOC,11,10,1,1,,1.24,1.19,,,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,0-20,18.25,57.75,23.75,NA,NA,NA,spring,1,0,0,0,Pergamino Experimental Station,-33.85,-60.66666667,soybean,0,1,0,0,0,1,"oat,vetch",0,0,1,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,2,31,3,no-till,0,1,0,NA,NA,gkg,-0.095,-9,0.0060882,row,
Sala,1066,10.36783/18069657rbcs20200103,glass beads,0,0,1,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,direct,1,0,maom fraction,0,MAOC,11.7,11,0.3,1,,1.2,1.2,,,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,0-20,18.25,57.75,23.75,NA,NA,NA,spring,1,0,0,0,Pergamino Experimental Station,-33.85,-60.66666667,soybean,0,1,0,0,0,1,"oat,vetch",0,0,1,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,2,31,3,no-till,0,1,0,NA,NA,gkg,-0.062,-6,0.0029740,inter-row,
Belt18,0171,10.1007/s12665-018-7606-0,other solution,0,1,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,direct,1,0,maom fraction,0,MAOM,17.19,18.6,0.87,0.96,,NA,NA,,,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,spring,1,0,0,0,Balcarce Research Station,-37.75,-58.25,soybean,0,1,0,0,0,1,oat,1,0,0,0,0,0,0,NA,NA,2.2,0,winter,0,0,0,1,0,1,8,3,no-till,0,1,0,NA,NA,gkg,0.079,8,0.0017418,,
Jill,0658,10.1016/j.geoderma.2019.114001,combo,0,0,0,0,1,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,maom fraction,1,MAON,1.682453315,2.27394077,0.172537439,0.14858598,,NA,NA,,,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,NA,14.00,65.00,21.00,3.05,6.2,NA,summer,0,1,0,0,Illinois,40.05,-88.25,"corn,soybean",0,0,1,0,0,2,rye,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,3,4,conventional,1,0,NA,NA,NA,gkg,0.301,35,0.0036966,chisel plow,
Jill,0659,10.1016/j.geoderma.2019.114001,combo,0,0,0,0,1,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,maom fraction,1,MAON,1.95530314,2.13507979,0.2942934,0.08265805,,NA,NA,,,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,NA,14.00,65.00,21.00,3.05,6.2,NA,summer,0,1,0,0,Illinois,40.05,-88.25,"corn,soybean",0,0,1,0,0,2,rye,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,3,4,reduced,0,1,NA,NA,NA,gkg,0.088,9,0.0060380,"ridge tillage, considered a form of conservation tillage",
Jill,0660,10.1016/j.geoderma.2019.114001,combo,0,0,0,0,1,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,maom fraction,1,MAON,0.6412088,0.60005918,0.05004858,0.06310815,,NA,NA,,,,,,0,5,surface,1,0,0,Alfisols,1,0,0,0,0,0,NA,59.40,33.20,7.40,1.01,5.8,NA,summer,0,1,0,0,Michigan,42.4,-85.4,"corn,soybean",0,0,1,0,0,2,rye,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,3,4,conventional,1,0,NA,NA,NA,gkg,-0.066,-6,0.0042883,chisel plow,
Jill,0661,10.1016/j.geoderma.2019.114001,combo,0,0,0,0,1,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,maom fraction,1,MAON,0.71187432,0.63586345,0.04209711,0.03990878,,NA,NA,,,,,,0,5,surface,1,0,0,Alfisols,1,0,0,0,0,0,NA,59.40,33.20,7.40,1.01,5.8,NA,summer,0,1,0,0,Michigan,42.4,-85.4,"corn,soybean",0,0,1,0,0,2,rye,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,3,4,reduced,0,1,NA,NA,NA,gkg,-0.113,-11,0.0018591,"ridge tillage, considered a form of conservation tillage",
Jill,0662,10.1016/j.geoderma.2019.114001,combo,0,0,0,0,1,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,maom fraction,1,MAON,0.977704816,0.97920589,0.047128839,0.044918376,,NA,NA,,,,,,0,5,surface,1,0,0,Alfisols,1,0,0,0,0,0,NA,12.00,49.70,38.30,1.38,6,NA,summer,0,1,0,0,Pennsylvania,40.7833333,-77.85,"corn,soybean",0,0,1,0,0,2,rye,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,3,4,conventional,1,0,NA,NA,NA,gkg,0.002,0,0.0011070,chisel plow,
Jill,0663,10.1016/j.geoderma.2019.114001,combo,0,0,0,0,1,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,maom fraction,1,MAON,1.131659715,1.012860304,0.034799115,0.045632026,,NA,NA,,,,,,0,5,surface,1,0,0,Alfisols,1,0,0,0,0,0,NA,12.00,49.70,38.30,1.38,6,NA,summer,0,1,0,0,Pennsylvania,40.7833333,-77.85,"corn,soybean",0,0,1,0,0,2,rye,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,3,4,reduced,0,1,NA,NA,NA,gkg,-0.111,-10,0.0007438,"ridge tillage, considered a form of conservation tillage",
Obry,0941,10.2136/sssaj2017.12.0415,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,North America,0,0,0,0,1,0,USA,indirect,0,1,maom fraction,0,MAON,1.675,1.614,0.1830447482,0.176378641,1,1.1,1.2,,,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,fall,0,0,1,0,Boone County,42.017584,-93.76448,corn,1,0,0,0,0,1,rye,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,4,4,no-till,0,1,NA,NA,35,gkg,-0.037,-4,0.0059711,,
Ande,0007,10.1002/saj2.20358,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,total organic matter,0,OM,45,41,9,8,,1.08,1.12,,,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,spring,1,0,0,0,Field I,41.1710278,-96.49555,corn-soybean,0,0,1,0,0,2,oat,1,0,0,0,0,0,0,NA,NA,0.19479375,NA,winter,0,0,0,1,0,1,5,3,no-till,0,1,22.4,inorganic,NA,gkg,-0.093,-9,0.0260242,"cc planted every other year after corn, not after soybean",
Ande,0008,10.1002/saj2.20358,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,total organic matter,0,OM,51,49,10,7,,1.15,1.09,,,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,spring,1,0,0,0,Field II,41.1710278,-96.49555,corn-soybean,0,0,1,0,0,2,oat,1,0,0,0,0,0,0,NA,NA,0.09585,NA,winter,0,0,0,1,0,1,5,3,no-till,0,1,22.4,inorganic,NA,gkg,-0.040,-4,0.0196183,"cc planted every other year after corn, not after soybean",
Dube,0387,10.1016/j.still.2012.02.008,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,Africa,1,0,0,0,0,0,South Africa,direct,1,0,total organic matter,0,OM,36.22449,35.37415,3.958628449,3.865702914,1,NA,NA,,,,,,0,5,surface,1,0,0,Inceptisols,0,1,0,0,0,0,NA,64.20,16.00,19.80,0.58,6.1,NA,fall,0,0,1,0,"University of Fort Hareresearch farm",-32.7666667,26.83333333,corn,1,0,0,0,0,1,vetch,0,1,0,0,0,0,0,NA,NA,3.013347825,NA,winter,0,0,0,1,0,1,4,3,no-till,0,1,60,NA,NA,gkg,-0.024,-2,0.0079615,F3,
Dube,0388,10.1016/j.still.2012.02.008,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,Africa,1,0,0,0,0,0,South Africa,direct,1,0,total organic matter,0,OM,36.22449,35.884354,3.958628449,3.921458235,1,NA,NA,,,,,,0,5,surface,1,0,0,Inceptisols,0,1,0,0,0,0,NA,64.20,16.00,19.80,0.58,6.1,NA,fall,0,0,1,0,"University of Fort Hareresearch farm",-32.7666667,26.83333333,corn,1,0,0,0,0,1,oat,1,0,0,0,0,0,0,NA,NA,4.399649494,NA,winter,0,0,0,1,0,1,4,3,no-till,0,1,60,NA,NA,gkg,-0.009,-1,0.0079615,F3,
Dube,0389,10.1016/j.still.2012.02.008,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,Africa,1,0,0,0,0,0,South Africa,direct,1,0,total organic matter,0,OM,23.809525,30.442177,2.601915528,3.326734701,1,NA,NA,,,,,,0,5,surface,1,0,0,Inceptisols,0,1,0,0,0,0,NA,64.20,16.00,19.80,0.58,6.1,NA,fall,0,0,1,0,"University of Fort Hareresearch farm",-32.7666667,26.83333333,corn,1,0,0,0,0,1,vetch,0,1,0,0,0,0,0,NA,NA,3.013347825,NA,winter,0,0,0,1,0,1,4,3,no-till,0,1,0,NA,NA,gkg,0.246,28,0.0079615,F4,
Dube,0390,10.1016/j.still.2012.02.008,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,Africa,1,0,0,0,0,0,South Africa,direct,1,0,total organic matter,0,OM,23.809525,24.829931,2.601915528,2.713425951,1,NA,NA,,,,,,0,5,surface,1,0,0,Inceptisols,0,1,0,0,0,0,NA,64.20,16.00,19.80,0.58,6.1,NA,fall,0,0,1,0,"University of Fort Hareresearch farm",-32.7666667,26.83333333,corn,1,0,0,0,0,1,oat,1,0,0,0,0,0,0,NA,NA,4.399649494,NA,winter,0,0,0,1,0,1,4,3,no-till,0,1,0,NA,NA,gkg,0.042,4,0.0079615,F4,
Amad,0001,10.2134/jeq2005.0233,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,pom fraction,0,POC,,,,,,NA,NA,1.09,2.49,0.1345352131,0.3073327345,1,0,5,surface,1,0,0,Alfisols,1,0,0,0,0,0,A horizon,66.00,25.30,8.70,NA,4.5,water,NA,0,0,0,0,Santa Maria,-29.75,-53.7,corn,1,0,0,0,0,1,ryegrass,1,0,0,0,0,0,0,NA,NA,3.76,NA,winter,0,0,0,1,0,1,10,2,no-till,0,1,120,organic,NA,mgha,0.826,128,0.0152342,,
Amad,0002,10.2134/jeq2005.0233,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,pom fraction,0,POC,,,,,,NA,NA,1.09,2.97,0.1345352131,0.366577599,1,0,5,surface,1,0,0,Alfisols,1,0,0,0,0,0,A horizon,66.00,25.30,8.70,NA,4.5,water,NA,0,0,0,0,Santa Maria,-29.75,-53.7,corn,1,0,0,0,0,1,velvet beans,0,1,0,0,0,0,0,NA,NA,4.51,NA,winter,0,0,0,1,0,1,10,2,no-till,0,1,120,organic,NA,mgha,1.002,172,0.0152342,,
Balb,0019,10.1590/S0100-204X2011001000032,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,pom fraction,0,POC,80.02,98.52,8.744621345,10.76630961,1,1,0.99,,,,,,0,5,surface,1,0,0,Inceptisols,0,1,0,0,0,0,0-20,5.00,44.40,50.60,2.87,5.25,NA,spring,1,0,0,0,North Plateau of Santa Catarina State,-26.4833333,-50.4,corn-common bean-soybean,0,0,1,0,0,3,"black oat, ryegrass, vetch ",0,0,1,0,0,0,0,NA,NA,1.996875,NA,winter,0,0,0,1,0,3,4,3,no-till,0,1,0,NA,NA,gkg,0.208,23,0.0079615,,
Balb,0020,10.1590/S0100-204X2011001000032,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,pom fraction,0,POC,80.02,84.91,8.744621345,9.279002729,1,1,0.97,,,,,,0,5,surface,1,0,0,Inceptisols,0,1,0,0,0,0,0-20,5.00,44.40,50.60,2.87,5.25,NA,spring,1,0,0,0,North Plateau of Santa Catarina State,-26.4833333,-50.4,corn-common bean-soybean,0,0,1,0,0,3,oilseed radish,0,0,0,1,0,0,0,NA,NA,1.17225,NA,winter,0,0,0,1,0,1,4,3,no-till,0,1,0,NA,NA,gkg,0.059,6,0.0079615,,
Belt18,0172,10.1007/s12665-018-7606-0,other solution,0,1,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,direct,1,0,pom fraction,1,POC,6.2,9.37,0.385,0.23,,NA,NA,,,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,spring,1,0,0,0,Balcarce Research Station,-37.75,-58.25,soybean,0,1,0,0,0,1,oat,1,0,0,0,0,0,0,NA,NA,2.2,0,winter,0,0,0,1,0,1,8,3,no-till,0,1,0,NA,NA,gkg,0.413,51,0.0014862,,
