"","X.1","X","StudyID","Obs.ID","DOI","DispersingAgent","DispersingAgent.SodiumHex","DispersingAgent.OtherSolution","DispersingAgent.GlassBeads","DispersingAgent.Sonication","DispersingAgent.Combo","FractionationMethod","FractionationMethod.Size","FractionationMethod.Density","FractionationMethod.SizeAndDensity","Continent","Continent.Africa","Continent.Asia","Continent.Australia","Continent.Europe","Continent.NorthAmerica","Continent.SouthAmerica","country","ResponseCalc","ResponseCalc.Direct","ResponseCalc.Indirect","rv.type","summed","rv","mean.control.in.g.kg.1","mean.treatment.in.g.kg.1","sd.control.in.g.kg..1","sd.treatment.in.g.kg.1","sd.imputed.in.g.kg.1","control.BD..Mg.m.3.","treat.BD..Mg.m.3.","mean.control.in.Mg.ha.1","mean.treatment.in.Mg.ha.1","sd.control.in.Mg.ha.1","sd.treatment.in.Mg.ha.1","sd.imputed.in.Mg.ha.1","depth.upper.limit..cm.","depth.lower.limit..cm.","depth.type","depth.surface","depth.subsoil","depth.deepsoil","soilorder","soilorder.Alfisols","soilorder.Inceptisols","soilorder.Mollisols","soilorder.Oxisols","soilorder.Spodosols","soilorder.Ultisols","Baseline.depth..cm.","Baseline...sand","Baseline...silt","Baseline...clay","Baseline.TOC..","Baseline.pH","pH.method","SoilCollectionSeason","SoilCollectionSeason.spring","SoilCollectionSeason.summer","SoilCollectionSeason.fall","SoilCollectionSeason.winter","location.name","lat.decimal","long.decimal","maincrop","maincrop.cereal","maincrop.legume","maincrop.cereallegume","maincrop.otherrowcrop","maincrop.perennial","number.of.crop.species.in.control","cover.crop.added","ccadded.grass","ccadded.legume","ccadded.grasslegume","ccadded.brassica","ccadded.grassbrassica","ccadded.legumebrassica","ccadded.grasslegumebrassica","total.C.inputs.cover.crops..Mg.ha.1.yr.1.","bg.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.fallow..Mg.ha.1.yr.1.","ccseason","ccseason.spring","ccseason.summer","ccseason.fall","ccseason.winter","ccseason.yearround","number.crop.species.added","duration..yr.","reps","tillage","tillage.conventional","tillage.reducednotill","N.fertilization.rate..kg.ha.1.yr.1.","N.type","residue.removal....","logRR.type","logRR","percent.change","var","Further.notes","Further.notes.2","Temp","Prec","comp","depth","maincrop.category","cropping.system","cover.crop.category","cover.crop","sand","silt","clay","toc","ph","species.added","ag.C.inputs","duration","nfert","StudyNum"
"288",315,422,"Wies",1267,"10.5194/se-6-609-2015","sonication",0,0,0,1,0,"density",0,1,0,"Europe",0,0,0,1,0,0,"Moldova","direct",1,0,"maom fraction",1,"MAOC",20.6,22.7,0.790569415,0.3794733192,NA,1.2709677,1.08,NA,NA,NA,NA,NA,0,12,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-20",7.85,55.5,36.65,NA,6.6,"water","fall",0,0,1,0,"Cahul",45.85,28.31666667,"corn",1,0,0,0,0,1,"hairy vetch,wheat",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",1,1,10,"conventional",1,0,34,NA,NA,"gkg",0.097,10,0.0001752,"","",10.3,496,"cc vs. fallow",NA,"cereal","cereal","grass+legume","grass+legume",7.85,55.5,36.65,NA,6.6,1,NA,1,34,34
"293",324,435,"Thap",1100,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAOC",5.597777778,6.554444444,0.6117276561,0.7162726168,1,1.2,1.2,10.076,11.798,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"spring",1,0,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea",0,1,0,0,0,0,0,NA,NA,0.8227125,NA,"spring and winter","1","0",0,"1","0",1,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",0.158,17,0.0079615,"soils collected at cover crop termination","",13.6,401,"cc vs. fallow",NA,"cereal","cereal","legume","legume",43.7,21.5,34.8,0.84,8,1,0.8227125,4,70,35
"294",325,436,"Thap",1101,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAOC",5.597777778,7.148888889,0.6117276561,0.7812337712,1,1.2,1.2,10.076,12.868,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"spring",1,0,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"oats",1,0,0,0,0,0,0,NA,NA,0.957825,NA,"spring and winter","1","0",0,"1","0",1,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",0.245,28,0.0079615,"soils collected at cover crop termination","",13.6,401,"cc vs. fallow",NA,"cereal","cereal","grass","grass",43.7,21.5,34.8,0.84,8,1,0.957825,4,70,35
"295",326,437,"Thap",1102,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAOC",5.597777778,6.338888889,0.6117276561,0.6927166094,1,1.2,1.2,10.076,11.41,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"spring",1,0,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"canola",0,0,0,1,0,0,0,NA,NA,1.2515625,NA,"spring and winter","1","0",0,"1","0",1,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",0.124,13,0.0079615,"soils collected at cover crop termination","",13.6,401,"cc vs. fallow",NA,"cereal","cereal","brassica","brassica",43.7,21.5,34.8,0.84,8,1,1.2515625,4,70,35
"296",327,438,"Thap",1103,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAOC",5.597777778,6.676111111,0.6117276561,0.7295684044,1,1.2,1.2,10.076,12.017,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"spring",1,0,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea,oats",0,0,1,0,0,0,0,NA,NA,1.001475,NA,"spring and winter","1","0",0,"1","0",2,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",0.176,19,0.0079615,"soils collected at cover crop termination","",13.6,401,"cc vs. fallow",NA,"cereal","cereal","grass+legume","grass+legume",43.7,21.5,34.8,0.84,8,2,1.001475,4,70,35
"297",328,439,"Thap",1104,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAOC",5.597777778,6.973333333,0.6117276561,0.7620489817,1,1.2,1.2,10.076,12.552,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"spring",1,0,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea,canola",0,0,0,0,0,1,0,NA,NA,1.2963375,NA,"spring and winter","1","0",0,"1","0",2,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",0.22,25,0.0079615,"soils collected at cover crop termination","",13.6,401,"cc vs. fallow",NA,"cereal","cereal","legume+brassica","legume+brassica",43.7,21.5,34.8,0.84,8,2,1.2963375,4,70,35
"298",329,440,"Thap",1105,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAOC",5.597777778,6.915555556,0.6117276561,0.7557350003,1,1.2,1.2,10.076,12.448,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"spring",1,0,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea,oats,canola",0,0,0,0,0,0,1,NA,NA,0.97965,NA,"spring and winter","1","0",0,"1","0",3,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",0.211,24,0.0079615,"soils collected at cover crop termination","",13.6,401,"cc vs. fallow",NA,"cereal","cereal","grass+legume+brassica","grass+legume+brassica",43.7,21.5,34.8,0.84,8,3,0.97965,4,70,35
"299",330,441,"Thap",1106,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAOC",5.597777778,6.717777778,0.6117276561,0.7341217564,1,1.2,1.2,10.076,12.092,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"spring",1,0,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea,oats,canola,hairy vetch,forage radish,barley",0,0,0,0,0,0,1,NA,NA,1.0614375,NA,"spring and winter","1","0",0,"1","0",6,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",0.182,20,0.0079615,"soils collected at cover crop termination","",13.6,401,"cc vs. fallow",NA,"cereal","cereal","grass+legume+brassica","grass+legume+brassica",43.7,21.5,34.8,0.84,8,6,1.0614375,4,70,35
"300",331,442,"Thap",1107,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAOC",7.205,7.646111111,0.7873656185,0.8355704377,1,1.2,1.2,12.969,13.763,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea",0,1,0,0,0,0,0,NA,NA,0.88095,NA,"spring and winter","1","0",0,"1","0",1,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",0.059,6,0.0079615,"soil collected 36 days after cover crop termination","",13.6,401,"cc vs. fallow",NA,"cereal","cereal","legume","legume",43.7,21.5,34.8,0.84,8,1,0.88095,4,70,35
"301",332,443,"Thap",1108,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAOC",7.205,7.094444444,0.7873656185,0.775284058,1,1.2,1.2,12.969,12.77,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"oats",1,0,0,0,0,0,0,NA,NA,0.8964,NA,"spring and winter","1","0",0,"1","0",1,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",-0.015,-2,0.0079615,"soil collected 36 days after cover crop termination","",13.6,401,"cc vs. fallow",NA,"cereal","cereal","grass","grass",43.7,21.5,34.8,0.84,8,1,0.8964,4,70,35
"302",333,444,"Thap",1109,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAOC",7.205,6.842777778,0.7873656185,0.7477818122,1,1.2,1.2,12.969,12.317,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"canola",0,0,0,1,0,0,0,NA,NA,1.3815,NA,"spring and winter","1","0",0,"1","0",1,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",-0.052,-5,0.0079615,"soil collected 36 days after cover crop termination","",13.6,401,"cc vs. fallow",NA,"cereal","cereal","brassica","brassica",43.7,21.5,34.8,0.84,8,1,1.3815,4,70,35
"303",334,445,"Thap",1110,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAOC",7.205,6.901111111,0.7873656185,0.7541565049,1,1.2,1.2,12.969,12.422,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea,oats",0,0,1,0,0,0,0,NA,NA,0.98385,NA,"spring and winter","1","0",0,"1","0",2,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",-0.043,-4,0.0079615,"soil collected 36 days after cover crop termination","",13.6,401,"cc vs. fallow",NA,"cereal","cereal","grass+legume","grass+legume",43.7,21.5,34.8,0.84,8,2,0.98385,4,70,35
"304",335,446,"Thap",1111,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAOC",7.205,6.896666667,0.7873656185,0.7536708141,1,1.2,1.2,12.969,12.414,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea,canola",0,0,0,0,0,1,0,NA,NA,1.48065,NA,"spring and winter","1","0",0,"1","0",2,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",-0.044,-4,0.0079615,"soil collected 36 days after cover crop termination","",13.6,401,"cc vs. fallow",NA,"cereal","cereal","legume+brassica","legume+brassica",43.7,21.5,34.8,0.84,8,2,1.48065,4,70,35
"305",336,447,"Thap",1112,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAOC",7.205,6.839444444,0.7873656185,0.7474175441,1,1.2,1.2,12.969,12.311,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea,oats,canola",0,0,0,0,0,0,1,NA,NA,0.97965,NA,"spring and winter","1","0",0,"1","0",3,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",-0.052,-5,0.0079615,"soil collected 36 days after cover crop termination","",13.6,401,"cc vs. fallow",NA,"cereal","cereal","grass+legume+brassica","grass+legume+brassica",43.7,21.5,34.8,0.84,8,3,0.97965,4,70,35
"306",337,448,"Thap",1113,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAOC",7.205,6.966666667,0.7873656185,0.7613204453,1,1.2,1.2,12.969,12.54,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea,oats,canola,hairy vetch,forage radish,barley",0,0,0,0,0,0,1,NA,NA,1.053,NA,"spring and winter","1","0",0,"1","0",6,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",-0.034,-3,0.0079615,"soil collected 36 days after cover crop termination","",13.6,401,"cc vs. fallow",NA,"cereal","cereal","grass+legume+brassica","grass+legume+brassica",43.7,21.5,34.8,0.84,8,6,1.053,4,70,35
"307",338,449,"Thap",1114,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAOC",7.140555556,7.22,0.7803231008,0.7890048252,1,1.2,1.2,12.853,12.996,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea",0,1,0,0,0,0,0,NA,NA,0.648,NA,"spring","1","0",0,"0","0",1,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",0.011,1,0.0079615,"soil collected 1 year after cover crop termination","",13.6,401,"cc vs. fallow",NA,"cereal","cereal","legume","legume",43.7,21.5,34.8,0.84,8,1,0.648,4,70,35
"308",339,450,"Thap",1115,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAOC",7.140555556,7.253333333,0.7803231008,0.7926475067,1,1.2,1.2,12.853,13.056,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"oats",1,0,0,0,0,0,0,NA,NA,1.1421,NA,"spring","1","0",0,"0","0",1,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",0.016,2,0.0079615,"soil collected 1 year after cover crop termination","",13.6,401,"cc vs. fallow",NA,"cereal","cereal","grass","grass",43.7,21.5,34.8,0.84,8,1,1.1421,4,70,35
"309",340,451,"Thap",1116,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAOC",7.140555556,6.663888889,0.7803231008,0.7282327545,1,1.2,1.2,12.853,11.995,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"canola",0,0,0,1,0,0,0,NA,NA,0.86175,NA,"spring","1","0",0,"0","0",1,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",-0.069,-7,0.0079615,"soil collected 1 year after cover crop termination","",13.6,401,"cc vs. fallow",NA,"cereal","cereal","brassica","brassica",43.7,21.5,34.8,0.84,8,1,0.86175,4,70,35
"310",341,452,"Thap",1117,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAOC",7.140555556,7.278333333,0.7803231008,0.7953795179,1,1.2,1.2,12.853,13.101,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea,oats",0,0,1,0,0,0,0,NA,NA,1.05435,NA,"spring","1","0",0,"0","0",2,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",0.019,2,0.0079615,"soil collected 1 year after cover crop termination","",13.6,401,"cc vs. fallow",NA,"cereal","cereal","grass+legume","grass+legume",43.7,21.5,34.8,0.84,8,2,1.05435,4,70,35
"311",342,453,"Thap",1118,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAOC",7.140555556,7.726666667,0.7803231008,0.8443735848,1,1.2,1.2,12.853,13.908,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea,canola",0,0,0,0,0,1,0,NA,NA,0.7434,NA,"spring","1","0",0,"0","0",2,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",0.079,8,0.0079615,"soil collected 1 year after cover crop termination","",13.6,401,"cc vs. fallow",NA,"cereal","cereal","legume+brassica","legume+brassica",43.7,21.5,34.8,0.84,8,2,0.7434,4,70,35
"312",343,454,"Thap",1119,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAOC",7.140555556,7.008333333,0.7803231008,0.7658737973,1,1.2,1.2,12.853,12.615,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea,oats,canola",0,0,0,0,0,0,1,NA,NA,0.97965,NA,"spring","1","0",0,"0","0",3,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",-0.019,-2,0.0079615,"soil collected 1 year after cover crop termination","",13.6,401,"cc vs. fallow",NA,"cereal","cereal","grass+legume+brassica","grass+legume+brassica",43.7,21.5,34.8,0.84,8,3,0.97965,4,70,35
"313",344,455,"Thap",1120,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAOC",7.140555556,7.711111111,0.7803231008,0.8426736668,1,1.2,1.2,12.853,13.88,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea,oats,canola,hairy vetch,forage radish,barley",0,0,0,0,0,0,1,NA,NA,1.08675,NA,"spring","1","0",0,"0","0",6,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",0.077,8,0.0079615,"soil collected 1 year after cover crop termination","",13.6,401,"cc vs. fallow",NA,"cereal","cereal","grass+legume+brassica","grass+legume+brassica",43.7,21.5,34.8,0.84,8,6,1.08675,4,70,35
"380",413,597,"Baye01",51,"10.2136/sssaj2001.6551473x","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"maom fraction",0,"MAOC",10.86519115,13.06122449,1.187352942,1.427336447,1,1.42,1.54,27,35.2,NA,NA,NA,0,17.5,NA,0,0,0,"Ultisols",0,0,0,0,0,1,NA,54,24,22,NA,NA,NA,"spring",1,0,0,0,"Experimental Station of the Feteral University of Rio Grande do Sul",-30.8477778,-51.63555556,"corn",1,0,0,0,0,1,"oat, vetch, cowpea",0,0,1,0,0,0,0,NA,NA,5.14,0.47,"winter and summer","0","1",0,"1","0",3,12,3,"reduced or no-till",0,1,NA,NA,NA,"gkg",0.184,20,0.0079615,"","",18.9,1372,"cc vs. fallow",NA,"cereal","cereal","grass+legume","grass+legume",54,24,22,NA,NA,3,5.14,12,NA,1
"381",414,598,"Baye01",52,"10.2136/sssaj2001.6551473x","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"maom fraction",0,"MAOC",10.86519115,15.00513875,1.187352942,1.639768265,1,1.42,1.39,27,36.5,NA,NA,NA,0,17.5,NA,0,0,0,"Ultisols",0,0,0,0,0,1,NA,54,24,22,NA,NA,NA,"spring",1,0,0,0,"Experimental Station of the Feteral University of Rio Grande do Sul",-30.8477778,-51.63555556,"corn",1,0,0,0,0,1,"cajanus",0,1,0,0,0,0,0,NA,NA,5.8,0.47,"year-round","0","0",0,"0","1",1,12,3,"reduced or no-till",0,1,NA,NA,NA,"gkg",0.323,38,0.0079615,"","",18.9,1372,"cc vs. fallow",NA,"cereal","cereal","legume","legume",54,24,22,NA,NA,1,5.8,12,NA,1
"383",417,605,"Baye09",84,"10.1080/00103620902820365","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"maom fraction",0,"MAOC",7.101200686,6.78125,0.7760223831,0.7410580292,1,1.4575,1.6,20.7,21.7,NA,NA,NA,0,20,NA,0,0,0,"Ultisols",0,0,0,0,0,1,"0-20",66,25.3,8.7,NA,NA,NA,"spring",1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,"corn",1,0,0,0,0,1,"oat, vetch",0,0,1,0,0,0,0,NA,NA,1.69,0.72,"winter","0","0",0,"1","0",2,8,2,"reduced or no-till",0,1,NA,NA,NA,"gkg",-0.046,-5,0.0119422,"","",19.4,1654,"cc vs. fallow",NA,"cereal","cereal","grass+legume","grass+legume",66,25.3,8.7,NA,NA,2,1.69,8,NA,2
"384",418,606,"Baye09",85,"10.1080/00103620902820365","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"maom fraction",0,"MAOC",7.101200686,6.531881804,0.7760223831,0.7138069613,1,1.4575,1.6075,20.7,21,NA,NA,NA,0,20,NA,0,0,0,"Ultisols",0,0,0,0,0,1,"0-20",66,25.3,8.7,NA,NA,NA,"spring",1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,"corn",1,0,0,0,0,1,"ryegrass, vetch",0,0,1,0,0,0,0,NA,NA,1.35,0.72,"winter","0","0",0,"1","0",2,8,2,"reduced or no-till",0,1,NA,NA,NA,"gkg",-0.084,-8,0.0119422,"","",19.4,1654,"cc vs. fallow",NA,"cereal","cereal","grass+legume","grass+legume",66,25.3,8.7,NA,NA,2,1.35,8,NA,2
"385",419,607,"Baye09",86,"10.1080/00103620902820365","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"maom fraction",0,"MAOC",7.101200686,7.893081761,0.7760223831,0.8625595007,1,1.4575,1.59,20.7,25.1,NA,NA,NA,0,20,NA,0,0,0,"Ultisols",0,0,0,0,0,1,"0-20",66,25.3,8.7,NA,NA,NA,"spring",1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,"corn",1,0,0,0,0,1,"mucuna",0,1,0,0,0,0,0,NA,NA,2,0.72,"summer","0","1",0,"0","0",1,8,2,"reduced or no-till",0,1,NA,NA,NA,"gkg",0.106,11,0.0119422,"","",19.4,1654,"cc vs. fallow",NA,"cereal","cereal","legume","legume",66,25.3,8.7,NA,NA,1,2,8,NA,2
