"","X.1","X","StudyID","Obs.ID","DOI","DispersingAgent","DispersingAgent.SodiumHex","DispersingAgent.OtherSolution","DispersingAgent.GlassBeads","DispersingAgent.Sonication","DispersingAgent.Combo","FractionationMethod","FractionationMethod.Size","FractionationMethod.Density","FractionationMethod.SizeAndDensity","Continent","Continent.Africa","Continent.Asia","Continent.Australia","Continent.Europe","Continent.NorthAmerica","Continent.SouthAmerica","country","ResponseCalc","ResponseCalc.Direct","ResponseCalc.Indirect","rv.type","summed","rv","mean.control.in.g.kg.1","mean.treatment.in.g.kg.1","sd.control.in.g.kg..1","sd.treatment.in.g.kg.1","sd.imputed.in.g.kg.1","control.BD..Mg.m.3.","treat.BD..Mg.m.3.","mean.control.in.Mg.ha.1","mean.treatment.in.Mg.ha.1","sd.control.in.Mg.ha.1","sd.treatment.in.Mg.ha.1","sd.imputed.in.Mg.ha.1","depth.upper.limit..cm.","depth.lower.limit..cm.","depth.type","depth.surface","depth.subsoil","depth.deepsoil","soilorder","soilorder.Alfisols","soilorder.Inceptisols","soilorder.Mollisols","soilorder.Oxisols","soilorder.Spodosols","soilorder.Ultisols","Baseline.depth..cm.","Baseline...sand","Baseline...silt","Baseline...clay","Baseline.TOC..","Baseline.pH","pH.method","SoilCollectionSeason","SoilCollectionSeason.spring","SoilCollectionSeason.summer","SoilCollectionSeason.fall","SoilCollectionSeason.winter","location.name","lat.decimal","long.decimal","maincrop","maincrop.cereal","maincrop.legume","maincrop.cereallegume","maincrop.otherrowcrop","maincrop.perennial","number.of.crop.species.in.control","cover.crop.added","ccadded.grass","ccadded.legume","ccadded.grasslegume","ccadded.brassica","ccadded.grassbrassica","ccadded.legumebrassica","ccadded.grasslegumebrassica","total.C.inputs.cover.crops..Mg.ha.1.yr.1.","bg.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.fallow..Mg.ha.1.yr.1.","ccseason","ccseason.spring","ccseason.summer","ccseason.fall","ccseason.winter","ccseason.yearround","number.crop.species.added","duration..yr.","reps","tillage","tillage.conventional","tillage.reducednotill","N.fertilization.rate..kg.ha.1.yr.1.","N.type","residue.removal....","logRR.type","logRR","percent.change","var","Further.notes","Further.notes.2","Temp","Prec","comp","depth","maincrop.category","cropping.system","cover.crop.category","cover.crop","sand","silt","clay","toc","ph","species.added","ag.C.inputs","duration","nfert","StudyNum"
"34",47,51,"Nasc",826,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"maom fraction",0,"MAOC",14,16.1,1.529926254,1.759415192,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria brizantha",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",0.14,15,0.0079615,"","",22.8,1442,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"35",48,52,"Nasc",827,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"maom fraction",0,"MAOC",14,19.4,1.529926254,2.120040666,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"millet",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",0.326,39,0.0079615,"","",22.8,1442,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"36",49,53,"Nasc",828,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"maom fraction",0,"MAOC",15.8,16.9,1.726631058,1.846839549,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria brizantha",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"conventional",1,0,55,"organic",NA,"gkg",0.067,7,0.0079615,"","",22.8,1442,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"37",50,54,"Neto",924,"10.1016/j.geodrs.2020.e00347","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"maom fraction",0,"MAOC",14,13,1.529926254,1.420645807,1,1.4,1.3,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.9,9.1,44,0.75,4.2,"CaCl2","spring",1,0,0,0,"Botucatu",-22.8166667,-48.38333333,"soybean-corn-rice-common bean",0,0,1,0,0,4,"pearl millet,pigeon pea,sun hemp,lupine bean,sunhemp",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",5,7,4,"reduced or no-till",0,1,NA,NA,NA,"gkg",-0.074,-7,0.0059711,"","",20.6,1283,"cc vs. fallow","surface","cereal+legume","cereal+legume","grass+legume","grass+legume",46.9,9.1,44,0.75,4.2,5,NA,7,NA,12
"38",51,55,"Obry",939,"10.2136/sssaj2017.12.0415","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","indirect",0,1,"maom fraction",0,"MAOC",18,18,1.967048041,1.967048041,1,1.1,1.2,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"fall",0,0,1,0,"Boone County",42.017584,-93.76448,"corn",1,0,0,0,0,1,"rye",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",1,4,4,"reduced or no-till",0,1,NA,NA,35,"gkg",0,0,0.0059711,"","",8.8,842,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,NA,NA,1,NA,4,NA,13
"39",52,56,"Sala",1065,"10.36783/18069657rbcs20200103","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"maom fraction",0,"MAOC",11,10,1,1,NA,1.24,1.19,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-20",18.25,57.75,23.75,NA,NA,NA,"spring",1,0,0,0,"Pergamino Experimental Station",-33.85,-60.66666667,"soybean",0,1,0,0,0,1,"oat,vetch",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",2,31,3,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.095,-9,0.0060882,"row","",16.3,943,"cc vs. fallow","surface","legume","legume","grass+legume","grass+legume",18.25,57.75,23.75,NA,NA,2,NA,8,0,14
"40",53,57,"Sala",1066,"10.36783/18069657rbcs20200103","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"maom fraction",0,"MAOC",11.7,11,0.3,1,NA,1.2,1.2,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-20",18.25,57.75,23.75,NA,NA,NA,"spring",1,0,0,0,"Pergamino Experimental Station",-33.85,-60.66666667,"soybean",0,1,0,0,0,1,"oat,vetch",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",2,31,3,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.062,-6,0.002974,"inter-row","",16.3,943,"cc vs. fallow","surface","legume","legume","grass+legume","grass+legume",18.25,57.75,23.75,NA,NA,2,NA,8,0,14
"187",214,264,"Fras",437,"10.1016/j.gecco.2016.03.009",NA,0,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","indirect",0,1,"maom fraction",0,"MAOC",14.375,14.09722222,1.570906421,1.540550742,1,1.2,1.2,10.35,10.15,NA,NA,NA,0,6,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,57,NA,NA,1.16,5.8,NA,"summer",0,1,0,0,"INTA Experimental Station at Anguil",-36.6105417,-63.98006111,"sorghum",1,0,0,0,0,1,"rye",1,0,0,0,0,0,0,NA,2.8185,NA,NA,"winter","0","0",0,"1","0",1,0.5,4,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.02,-2,0.0059711,"","",15.4,634,"cc vs. fallow","surface","cereal","cereal","grass","grass",57,NA,NA,1.16,5.8,1,NA,0.5,0,25
"188",215,265,"Fras",438,"10.1016/j.gecco.2016.03.009",NA,0,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","indirect",0,1,"maom fraction",0,"MAOC",14.375,12.47222222,1.570906421,1.362970016,1,1.2,1.2,10.35,8.98,NA,NA,NA,0,6,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,57,NA,NA,1.16,5.8,NA,"summer",0,1,0,0,"INTA Experimental Station at Anguil",-36.6105417,-63.98006111,"sorghum",1,0,0,0,0,1,"vetch",0,1,0,0,0,0,0,NA,1.92,NA,NA,"winter","0","0",0,"1","0",1,0.5,4,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.142,-13,0.0059711,"","",15.4,634,"cc vs. fallow","surface","cereal","cereal","legume","legume",57,NA,NA,1.16,5.8,1,NA,0.5,0,25
"189",216,266,"Fras",439,"10.1016/j.gecco.2016.03.009",NA,0,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","indirect",0,1,"maom fraction",0,"MAOC",14.375,14.59722222,1.570906421,1.595190965,1,1.2,1.2,10.35,10.51,NA,NA,NA,0,6,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,57,NA,NA,1.16,5.8,NA,"summer",0,1,0,0,"INTA Experimental Station at Anguil",-36.6105417,-63.98006111,"sorghum",1,0,0,0,0,1,"rye, vetch",0,0,1,0,0,0,0,NA,3.351,NA,NA,"winter","0","0",0,"1","0",2,0.5,4,"reduced or no-till",0,1,0,NA,NA,"gkg",0.015,2,0.0059711,"","",15.4,634,"cc vs. fallow","surface","cereal","cereal","grass+legume","grass+legume",57,NA,NA,1.16,5.8,2,NA,0.5,0,25
"190",217,267,"Fras",440,"10.1016/j.gecco.2016.03.009",NA,0,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","indirect",0,1,"maom fraction",0,"MAOC",15.23611111,14.69444444,1.665009028,1.605815453,1,1.2,1.2,10.97,10.58,NA,NA,NA,0,6,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,57,NA,NA,1.16,5.8,NA,"summer",0,1,0,0,"INTA Experimental Station at Anguil",-36.6105417,-63.98006111,"sorghum",1,0,0,0,0,1,"rye",1,0,0,0,0,0,0,NA,2.8185,NA,NA,"winter","0","0",0,"1","0",1,2,4,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.036,-4,0.0059711,"","",15.4,634,"cc vs. fallow","surface","cereal","cereal","grass","grass",57,NA,NA,1.16,5.8,1,NA,2,0,25
"191",218,268,"Fras",441,"10.1016/j.gecco.2016.03.009",NA,0,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","indirect",0,1,"maom fraction",0,"MAOC",15.23611111,18.20833333,1.665009028,1.9898148,1,1.2,1.2,10.97,13.11,NA,NA,NA,0,6,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,57,NA,NA,1.16,5.8,NA,"summer",0,1,0,0,"INTA Experimental Station at Anguil",-36.6105417,-63.98006111,"sorghum",1,0,0,0,0,1,"vetch",0,1,0,0,0,0,0,NA,1.92,NA,NA,"winter","0","0",0,"1","0",1,2,4,"reduced or no-till",0,1,0,NA,NA,"gkg",0.178,20,0.0059711,"","",15.4,634,"cc vs. fallow","surface","cereal","cereal","legume","legume",57,NA,NA,1.16,5.8,1,NA,2,0,25
"192",219,269,"Fras",442,"10.1016/j.gecco.2016.03.009",NA,0,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","indirect",0,1,"maom fraction",0,"MAOC",15.23611111,18.01388889,1.665009028,1.968565825,1,1.2,1.2,10.97,12.97,NA,NA,NA,0,6,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,57,NA,NA,1.16,5.8,NA,"summer",0,1,0,0,"INTA Experimental Station at Anguil",-36.6105417,-63.98006111,"sorghum",1,0,0,0,0,1,"rye, vetch",0,0,1,0,0,0,0,NA,3.351,NA,NA,"winter","0","0",0,"1","0",2,2,4,"reduced or no-till",0,1,0,NA,NA,"gkg",0.167,18,0.0059711,"","",15.4,634,"cc vs. fallow","surface","cereal","cereal","grass+legume","grass+legume",57,NA,NA,1.16,5.8,2,NA,2,0,25
"205",232,300,"Ball",31,"10.1016/j.geoderma.2020.114619","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Australia",0,0,1,0,0,0,"Australia","direct",1,0,"maom fraction",0,"MAOC",30.57,35.5,3.91,4.74,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,NA,0,0,0,0,0,0,NA,57.25,15,27.75,NA,7.1,"water","fall",0,0,1,0,"Eden Valley, Nuriootpa, Langhorne Creek and Waikerie",-34.5284444,139.2772222,"grapevine",0,0,0,0,1,1,"grass",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,3,16,NA,0,0,0.035,NA,NA,"gkg",0.15,16,0.0021367,"average of four sites in Australia","",15.2,394,"cc vs. fallow","surface","perennial","perennial","grass","grass",57.25,15,27.75,NA,7.1,1,NA,3,0.035,26
"206",233,301,"Ball",32,"10.1016/j.geoderma.2020.114619","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Australia",0,0,1,0,0,0,"Australia","direct",1,0,"maom fraction",0,"MAOC",30.57,32.77,3.91,4.23,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,NA,0,0,0,0,0,0,NA,57.25,15,27.75,NA,7.1,"water","fall",0,0,1,0,"Eden Valley, Nuriootpa, Langhorne Creek and Waikerie",-34.5284444,139.2772222,"grapevine",0,0,0,0,1,1,"legume",0,1,0,0,0,0,0,NA,3.3,NA,NA,"year-round","0","0",0,"0","1",1,3,16,NA,0,0,0.035,NA,NA,"gkg",0.069,7,0.0020638,"average of four sites in Australia","",15.2,394,"cc vs. fallow","surface","perennial","perennial","legume","legume",57.25,15,27.75,NA,7.1,1,NA,3,0.035,26
"207",234,302,"Ball",33,"10.1016/j.geoderma.2020.114619","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Australia",0,0,1,0,0,0,"Australia","direct",1,0,"maom fraction",0,"MAOC",30.57,34.56,3.91,4.55,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,NA,0,0,0,0,0,0,NA,57.25,15,27.75,NA,7.1,"water","fall",0,0,1,0,"Eden Valley, Nuriootpa, Langhorne Creek and Waikerie",-34.5284444,139.2772222,"grapevine",0,0,0,0,1,1,"grass, legume",0,0,1,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,3,16,NA,0,0,0.035,NA,NA,"gkg",0.123,13,0.0021058,"average of four sites in Australia","",15.2,394,"cc vs. fallow","surface","perennial","perennial","grass+legume","grass+legume",57.25,15,27.75,NA,7.1,1,NA,3,0.035,26
"208",235,303,"deOl",347,"10.1590/18069657rbcs20150105","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"maom fraction",0,"MAOC",6.35,5.94,0.6939308365,0.6491258534,1,1.48,1.48,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",90,1.65,8.35,NA,5.85,"water","spring",1,0,0,0,"Rio Real",-11.4644444,-37.93638889,"orange tree",0,0,0,0,1,1,"brachiaria",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",1,1,3,"conventional",1,0,NA,NA,NA,"gkg",-0.067,-6,0.0079615,"","",24.1,946,"cc vs. fallow","surface","perennial","perennial","grass","grass",90,1.65,8.35,NA,5.85,1,NA,1,NA,27
"209",236,304,"deOl",348,"10.1590/18069657rbcs20150105","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"maom fraction",0,"MAOC",6.35,6.81,0.6939308365,0.744199842,1,1.48,1.48,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",90,1.65,8.35,NA,5.85,"water","spring",1,0,0,0,"Rio Real",-11.4644444,-37.93638889,"orange tree",0,0,0,0,1,1,"millet",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",1,1,3,"conventional",1,0,NA,NA,NA,"gkg",0.07,7,0.0079615,"","",24.1,946,"cc vs. fallow","surface","perennial","perennial","grass","grass",90,1.65,8.35,NA,5.85,1,NA,1,NA,27
"210",237,305,"deOl",349,"10.1590/18069657rbcs20150105","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"maom fraction",0,"MAOC",6.35,5.48,0.6939308365,0.5988568479,1,1.48,1.48,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",90,1.65,8.35,NA,5.85,"water","spring",1,0,0,0,"Rio Real",-11.4644444,-37.93638889,"orange tree",0,0,0,0,1,1,"jack bean",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",1,1,3,"conventional",1,0,NA,NA,NA,"gkg",-0.147,-14,0.0079615,"","",24.1,946,"cc vs. fallow","surface","perennial","perennial","legume","legume",90,1.65,8.35,NA,5.85,1,NA,1,NA,27
"211",238,306,"deOl",350,"10.1590/18069657rbcs20150105","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"maom fraction",0,"MAOC",6.35,4.7,0.6939308365,0.5136180995,1,1.48,1.48,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",90,1.65,8.35,NA,5.85,"water","spring",1,0,0,0,"Rio Real",-11.4644444,-37.93638889,"orange tree",0,0,0,0,1,1,"jack bean, millet",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",2,1,3,"conventional",1,0,NA,NA,NA,"gkg",-0.301,-26,0.0079615,"","",24.1,946,"cc vs. fallow","surface","perennial","perennial","grass+legume","grass+legume",90,1.65,8.35,NA,5.85,2,NA,1,NA,27
"212",239,307,"Garc18",522,"10.1016/j.scitotenv.2017.11.240","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Europe",0,0,0,1,0,0,"Spain","indirect",0,1,"maom fraction",0,"MAOC",7.119528467,6.496637324,0.7780252512,0.7099554288,1,1.37,1.42,9.753754,9.225225,NA,NA,NA,0,10,"surface",1,0,0,"Alfisols",1,0,0,0,0,0,NA,49,24.13,26.88,0.69,NA,NA,"summer",0,1,0,0,"Belmonte de Tajo",40.2552778,-3.335277778,"grapevine",0,0,0,0,1,1,"brachypodium",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,3,12,"reduced or no-till",0,1,NA,NA,NA,"gkg",-0.092,-9,0.0019904,"","",13.7,440,"cc vs. fallow","surface","perennial","perennial","grass","grass",49,24.13,26.88,0.69,NA,1,NA,3,NA,8
"213",240,308,"Land",691,"10.3232/SJSS.2020.V10.N2.03","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"maom fraction",0,"MAOC",12,13.8,1.31136536,1.508070164,1,NA,NA,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,1.89,6.4,NA,"fall",0,0,1,0,"Marcos Juarez INTA Experimental Station",-32.7124028,-61.09613056,"soybean,corn",0,0,1,0,0,2,"common vetch",0,1,0,0,0,0,0,NA,NA,1.702035,NA,"winter","0","0",0,"1","0",1,9,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.14,15,0.0079615,"","",17.1,963,"cc vs. fallow","surface","cereal+legume","cereal+legume","legume","legume",NA,NA,NA,1.89,6.4,1,1.702035,9,0,28
"214",241,309,"Land",692,"10.3232/SJSS.2020.V10.N2.03","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"maom fraction",0,"MAOC",12,12.6,1.31136536,1.376933628,1,NA,NA,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,1.89,6.4,NA,"fall",0,0,1,0,"Marcos Juarez INTA Experimental Station",-32.7124028,-61.09613056,"soybean,corn",0,0,1,0,0,2,"hairy vetch",0,1,0,0,0,0,0,NA,NA,2.6006233,NA,"winter","0","0",0,"1","0",1,9,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.049,5,0.0079615,"","",17.1,963,"cc vs. fallow","surface","cereal+legume","cereal+legume","legume","legume",NA,NA,NA,1.89,6.4,1,2.6006233,9,0,28
"215",242,310,"Land",693,"10.3232/SJSS.2020.V10.N2.03","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"maom fraction",0,"MAOC",12,12.7,1.31136536,1.387861673,1,NA,NA,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,1.89,6.4,NA,"fall",0,0,1,0,"Marcos Juarez INTA Experimental Station",-32.7124028,-61.09613056,"soybean,corn",0,0,1,0,0,2,"hairy vetch,triticale",0,0,1,0,0,0,0,NA,NA,3.2800798,NA,"winter","0","0",0,"1","0",2,9,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.057,6,0.0079615,"","",17.1,963,"cc vs. fallow","surface","cereal+legume","cereal+legume","grass+legume","grass+legume",NA,NA,NA,1.89,6.4,2,3.2800798,9,0,28
"216",243,311,"Land",694,"10.3232/SJSS.2020.V10.N2.03","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"maom fraction",0,"MAOC",12,13.4,1.31136536,1.464357986,1,NA,NA,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,1.89,6.4,NA,"fall",0,0,1,0,"Marcos Juarez INTA Experimental Station",-32.7124028,-61.09613056,"soybean,corn",0,0,1,0,0,2,"triticale",1,0,0,0,0,0,0,NA,NA,3.6585034,NA,"winter","0","0",0,"1","0",1,9,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.11,12,0.0079615,"","",17.1,963,"cc vs. fallow","surface","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,1.89,6.4,1,3.6585034,9,0,28
"217",244,312,"Land",695,"10.3232/SJSS.2020.V10.N2.03","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"maom fraction",0,"MAOC",12,13.4,1.31136536,1.464357986,1,NA,NA,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,1.89,6.4,NA,"fall",0,0,1,0,"Marcos Juarez INTA Experimental Station",-32.7124028,-61.09613056,"soybean,corn",0,0,1,0,0,2,"rye",1,0,0,0,0,0,0,NA,NA,3.1837546,NA,"winter","0","0",0,"1","0",1,9,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.11,12,0.0079615,"","",17.1,963,"cc vs. fallow","surface","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,1.89,6.4,1,3.1837546,9,0,28
"218",245,313,"Yao19",1282,"10.2136/sssaj2019.03.0089","combo",0,0,0,0,1,"size and density",0,0,1,"Asia",0,1,0,0,0,0,"China","direct",1,0,"maom fraction",0,"MAOC",5.858896,6.165644,0.2656515606,0.2125215949,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-20",NA,NA,24,0.83,8.11,"water","summer",0,1,0,0,"Agricultural Technology Demonstration Center of Changwu County",35.2,107.7333333,"winter wheat",1,0,0,0,0,1,"Huai bean",0,1,0,0,0,0,0,NA,NA,NA,NA,"summer","0","1",0,"0","0",1,8,3,"conventional",1,0,101.25,NA,NA,"gkg",0.051,5,0.0010813,"","",10.8,588,"cc vs. fallow","surface","cereal","cereal","legume","legume",NA,NA,24,0.83,8.11,1,NA,8,101.25,29
"219",246,314,"Yao19",1283,"10.2136/sssaj2019.03.0089","combo",0,0,0,0,1,"size and density",0,0,1,"Asia",0,1,0,0,0,0,"China","direct",1,0,"maom fraction",0,"MAOC",5.858896,6.380368,0.2656515606,0.1593912827,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-20",NA,NA,24,0.83,8.11,"water","summer",0,1,0,0,"Agricultural Technology Demonstration Center of Changwu County",35.2,107.7333333,"winter wheat",1,0,0,0,0,1,"soybean",0,1,0,0,0,0,0,NA,NA,NA,NA,"summer","0","1",0,"0","0",1,8,3,"conventional",1,0,101.25,NA,NA,"gkg",0.085,9,0.0008933,"","",10.8,588,"cc vs. fallow","surface","cereal","cereal","legume","legume",NA,NA,24,0.83,8.11,1,NA,8,101.25,29
"220",247,315,"Yao19",1284,"10.2136/sssaj2019.03.0089","combo",0,0,0,0,1,"size and density",0,0,1,"Asia",0,1,0,0,0,0,"China","direct",1,0,"maom fraction",0,"MAOC",5.858896,6.07362,0.2656515606,0.212520902,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-20",NA,NA,24,0.83,8.11,"water","summer",0,1,0,0,"Agricultural Technology Demonstration Center of Changwu County",35.2,107.7333333,"winter wheat",1,0,0,0,0,1,"mung bean",0,1,0,0,0,0,0,NA,NA,NA,NA,"summer","0","1",0,"0","0",1,8,3,"conventional",1,0,101.25,NA,NA,"gkg",0.036,4,0.0010934,"","",10.8,588,"cc vs. fallow","surface","cereal","cereal","legume","legume",NA,NA,24,0.83,8.11,1,NA,8,101.25,29
"287",314,421,"Wies",1266,"10.5194/se-6-609-2015","sonication",0,0,0,1,0,"density",0,1,0,"Europe",0,0,0,1,0,0,"Moldova","direct",1,0,"maom fraction",1,"MAOC",19.8,21.9,0.316227766,0.2213594362,NA,1.291498,1.1101215,NA,NA,NA,NA,NA,0,12,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-20",7.85,55.5,36.65,NA,6.6,"water","fall",0,0,1,0,"Orhei",45.85,28.31666667,"sunflower",0,0,0,1,0,1,"hairy vetch,wheat",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",1,1,10,"conventional",1,0,34,NA,NA,"gkg",0.101,11,3.57e-05,"","",10.3,496,"cc vs. fallow",NA,"other row crop","other row crop","grass+legume","grass+legume",7.85,55.5,36.65,NA,6.6,1,NA,1,34,34
