"","X.1","X","StudyID","Obs.ID","DOI","DispersingAgent","DispersingAgent.SodiumHex","DispersingAgent.OtherSolution","DispersingAgent.GlassBeads","DispersingAgent.Sonication","DispersingAgent.Combo","FractionationMethod","FractionationMethod.Size","FractionationMethod.Density","FractionationMethod.SizeAndDensity","Continent","Continent.Africa","Continent.Asia","Continent.Australia","Continent.Europe","Continent.NorthAmerica","Continent.SouthAmerica","country","ResponseCalc","ResponseCalc.Direct","ResponseCalc.Indirect","rv.type","summed","rv","mean.control.in.g.kg.1","mean.treatment.in.g.kg.1","sd.control.in.g.kg..1","sd.treatment.in.g.kg.1","sd.imputed.in.g.kg.1","control.BD..Mg.m.3.","treat.BD..Mg.m.3.","mean.control.in.Mg.ha.1","mean.treatment.in.Mg.ha.1","sd.control.in.Mg.ha.1","sd.treatment.in.Mg.ha.1","sd.imputed.in.Mg.ha.1","depth.upper.limit..cm.","depth.lower.limit..cm.","depth.type","depth.surface","depth.subsoil","depth.deepsoil","soilorder","soilorder.Alfisols","soilorder.Inceptisols","soilorder.Mollisols","soilorder.Oxisols","soilorder.Spodosols","soilorder.Ultisols","Baseline.depth..cm.","Baseline...sand","Baseline...silt","Baseline...clay","Baseline.TOC..","Baseline.pH","pH.method","SoilCollectionSeason","SoilCollectionSeason.spring","SoilCollectionSeason.summer","SoilCollectionSeason.fall","SoilCollectionSeason.winter","location.name","lat.decimal","long.decimal","maincrop","maincrop.cereal","maincrop.legume","maincrop.cereallegume","maincrop.otherrowcrop","maincrop.perennial","number.of.crop.species.in.control","cover.crop.added","ccadded.grass","ccadded.legume","ccadded.grasslegume","ccadded.brassica","ccadded.grassbrassica","ccadded.legumebrassica","ccadded.grasslegumebrassica","total.C.inputs.cover.crops..Mg.ha.1.yr.1.","bg.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.fallow..Mg.ha.1.yr.1.","ccseason","ccseason.spring","ccseason.summer","ccseason.fall","ccseason.winter","ccseason.yearround","number.crop.species.added","duration..yr.","reps","tillage","tillage.conventional","tillage.reducednotill","N.fertilization.rate..kg.ha.1.yr.1.","N.type","residue.removal....","logRR.type","logRR","percent.change","var","Further.notes","Further.notes.2","Temp","Prec","comp","depth","maincrop.category","cropping.system","cover.crop.category","cover.crop","sand","silt","clay","toc","ph","species.added","ag.C.inputs","duration","nfert","StudyNum"
"733",828,1105,"deOl",366,"10.1590/18069657rbcs20150105","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",1.44,1.74,0.1573638432,0.1901479773,1,1.66,1.66,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Oxisols",0,0,0,1,0,0,"0-20",90,1.65,8.35,NA,5.85,"water","spring",1,0,0,0,"Rio Real",-11.4644444,-37.93638889,"orange tree",0,0,0,0,1,1,"jack bean, millet",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",2,1,3,"conventional",1,0,NA,NA,NA,"gkg",0.189,21,0.0079615,"","",24.1,946,"cc vs. fallow","subsoil","perennial","perennial","grass+legume","grass+legume",90,1.65,8.35,NA,5.85,2,NA,1,NA,31
"734",829,1106,"Duva",421,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",0.99,1.04,0.05409382112,0.05682583228,1,1.33,1.33,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"wheat",1,0,0,0,0,0,0,NA,NA,3.25,NA,"winter","0","0",0,"1","0",1,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.049,5,0.0019904,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"cc vs. fallow","subsoil","legume","legume","grass","grass",10.2,69.9,19.9,1.66,NA,1,3.25,5,0,7
"735",830,1107,"Duva",422,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",0.99,1.039,0.05409382112,0.05677119206,1,1.33,1.33,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"oat",1,0,0,0,0,0,0,NA,NA,3.27,NA,"winter","0","0",0,"1","0",1,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.048,5,0.0019904,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"cc vs. fallow","subsoil","legume","legume","grass","grass",10.2,69.9,19.9,1.66,NA,1,3.27,5,0,7
"736",831,1108,"Duva",423,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",0.99,0.989,0.05409382112,0.05403918089,1,1.33,1.33,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"oat, vetch",0,0,1,0,0,0,0,NA,NA,2.68,NA,"winter","0","0",0,"1","0",2,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.001,0,0.0019904,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"cc vs. fallow","subsoil","legume","legume","grass+legume","grass+legume",10.2,69.9,19.9,1.66,NA,2,2.68,5,0,7
"737",832,1109,"Duva",424,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",0.99,0.894,0.05409382112,0.04884835967,1,1.33,1.33,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"vetch",0,1,0,0,0,0,0,NA,NA,1.75,NA,"winter","0","0",0,"1","0",1,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.102,-10,0.0019904,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"cc vs. fallow","subsoil","legume","legume","legume","legume",10.2,69.9,19.9,1.66,NA,1,1.75,5,0,7
"738",833,1110,"Guim",548,"10.1016/j.still.2020.104863","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.68,1.07,0.07431070376,0.116930078,1,1.3366693,1.3359134,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Inceptisols",0,1,0,0,0,0,"0-20",40.75,19.5,39.75,1.06,5.35,NA,"winter",0,0,0,1,"Lavras",-21.2393889,-44.96905556,"olive",0,0,0,0,1,1,"jack bean",0,1,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,3,3,NA,0,0,31.26,"inorganic",NA,"gkg",0.453,57,0.0079615,"","",20,1519,"cc vs. fallow","subsoil","perennial","perennial","legume","legume",40.75,19.5,39.75,1.06,5.35,1,NA,3,31.26,21
"739",834,1111,"Guim",549,"10.1016/j.still.2020.104863","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.68,1.32,0.07431070376,0.1442501896,1,1.3366693,1.325188,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Inceptisols",0,1,0,0,0,0,"0-20",40.75,19.5,39.75,1.06,5.35,NA,"winter",0,0,0,1,"Lavras",-21.2393889,-44.96905556,"olive",0,0,0,0,1,1,"pearl millet, brown hemp",0,0,1,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",2,3,3,NA,0,0,31.26,"inorganic",NA,"gkg",0.663,94,0.0079615,"","",20,1519,"cc vs. fallow","subsoil","perennial","perennial","grass+legume","grass+legume",40.75,19.5,39.75,1.06,5.35,2,NA,3,31.26,21
"740",835,1112,"Land",706,"10.3232/SJSS.2020.V10.N2.03","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",3,2.4,0.1639206701,0.131136536,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,1.89,6.4,NA,"fall",0,0,1,0,"Marcos Juarez INTA Experimental Station",-32.7124028,-61.09613056,"soybean,corn",0,0,1,0,0,2,"common vetch",0,1,0,0,0,0,0,NA,NA,1.702035,NA,"winter","0","0",0,"1","0",1,9,3,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.223,-20,0.0019904,"","",17.1,963,"cc vs. fallow","subsoil","cereal+legume","cereal+legume","legume","legume",NA,NA,NA,1.89,6.4,1,1.702035,9,0,32
"741",836,1113,"Land",707,"10.3232/SJSS.2020.V10.N2.03","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",3,3.2,0.1639206701,0.1748487147,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,1.89,6.4,NA,"fall",0,0,1,0,"Marcos Juarez INTA Experimental Station",-32.7124028,-61.09613056,"soybean,corn",0,0,1,0,0,2,"hairy vetch",0,1,0,0,0,0,0,NA,NA,2.6006233,NA,"winter","0","0",0,"1","0",1,9,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.065,7,0.0019904,"","",17.1,963,"cc vs. fallow","subsoil","cereal+legume","cereal+legume","legume","legume",NA,NA,NA,1.89,6.4,1,2.6006233,9,0,32
"742",837,1114,"Land",708,"10.3232/SJSS.2020.V10.N2.03","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",3,3.1,0.1639206701,0.1693846924,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,1.89,6.4,NA,"fall",0,0,1,0,"Marcos Juarez INTA Experimental Station",-32.7124028,-61.09613056,"soybean,corn",0,0,1,0,0,2,"hairy vetch,triticale",0,0,1,0,0,0,0,NA,NA,3.2800798,NA,"winter","0","0",0,"1","0",2,9,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.033,3,0.0019904,"","",17.1,963,"cc vs. fallow","subsoil","cereal+legume","cereal+legume","grass+legume","grass+legume",NA,NA,NA,1.89,6.4,2,3.2800798,9,0,32
"743",838,1115,"Land",709,"10.3232/SJSS.2020.V10.N2.03","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",3,3.6,0.1639206701,0.1967048041,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,1.89,6.4,NA,"fall",0,0,1,0,"Marcos Juarez INTA Experimental Station",-32.7124028,-61.09613056,"soybean,corn",0,0,1,0,0,2,"triticale",1,0,0,0,0,0,0,NA,NA,3.6585034,NA,"winter","0","0",0,"1","0",1,9,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.182,20,0.0019904,"","",17.1,963,"cc vs. fallow","subsoil","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,1.89,6.4,1,3.6585034,9,0,32
"744",839,1116,"Land",710,"10.3232/SJSS.2020.V10.N2.03","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",3,3.6,0.1639206701,0.1967048041,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,1.89,6.4,NA,"fall",0,0,1,0,"Marcos Juarez INTA Experimental Station",-32.7124028,-61.09613056,"soybean,corn",0,0,1,0,0,2,"rye",1,0,0,0,0,0,0,NA,NA,3.1837546,NA,"winter","0","0",0,"1","0",1,9,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.182,20,0.0019904,"","",17.1,963,"cc vs. fallow","subsoil","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,1.89,6.4,1,3.1837546,9,0,32
"745",840,1117,"Nasc",859,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"pom fraction",0,"POC",3.97,4.23,0.4338433734,0.4622562895,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Panicum maximum",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",0.063,7,0.0079615,"","",22.8,1442,"cc vs. fallow","subsoil","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"746",841,1118,"Nasc",860,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"pom fraction",0,"POC",3.97,3.47,0.4338433734,0.37920315,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria ruziziensis",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.135,-13,0.0079615,"","",22.8,1442,"cc vs. fallow","subsoil","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"747",842,1119,"Nasc",861,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"pom fraction",0,"POC",3.97,3.17,0.4338433734,0.346419016,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria brizantha",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.225,-20,0.0079615,"","",22.8,1442,"cc vs. fallow","subsoil","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"748",843,1120,"Nasc",862,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"pom fraction",0,"POC",3.97,2.27,0.4338433734,0.248066614,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"millet",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.559,-43,0.0079615,"","",22.8,1442,"cc vs. fallow","subsoil","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"749",844,1121,"Nasc",863,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"pom fraction",0,"POC",6.47,4.37,0.7070444901,0.4775555521,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria brizantha",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"conventional",1,0,55,"organic",NA,"gkg",-0.392,-32,0.0079615,"","",22.8,1442,"cc vs. fallow","subsoil","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"750",845,1122,"Nasc",879,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",1,"POC",7.12,6.06,0.3890383903,0.3311197535,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Panicum maximum",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.161,-15,0.0019904,"","",22.8,1442,"cc vs. fallow","subsoil","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"751",846,1123,"Nasc",880,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",1,"POC",7.12,5.8,0.3890383903,0.3169132954,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria ruziziensis",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.205,-19,0.0019904,"","",22.8,1442,"cc vs. fallow","subsoil","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"752",847,1124,"Nasc",881,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",1,"POC",7.12,6.32,0.3890383903,0.3453262116,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria brizantha",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.119,-11,0.0019904,"","",22.8,1442,"cc vs. fallow","subsoil","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"753",848,1125,"Nasc",882,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",1,"POC",7.12,6.52,0.3890383903,0.3562542562,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"millet",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.088,-8,0.0019904,"","",22.8,1442,"cc vs. fallow","subsoil","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"754",849,1126,"Nasc",883,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",1,"POC",5.92,5.79,0.3234701222,0.3163668932,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria brizantha",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"conventional",1,0,55,"organic",NA,"gkg",-0.022,-2,0.0019904,"","",22.8,1442,"cc vs. fallow","subsoil","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"755",850,1127,"Neto",929,"10.1016/j.geodrs.2020.e00347","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",1.4,1.1,0.1529926254,0.1202084914,1,1.4,1.3,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Oxisols",0,0,0,1,0,0,"0-20",46.9,9.1,44,0.75,4.2,"CaCl2","spring",1,0,0,0,"Botucatu",-22.8166667,-48.38333333,"soybean-corn-rice-common bean",0,0,1,0,0,4,"pearl millet,pigeon pea,sun hemp,lupine bean,sunhemp",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",5,7,4,"reduced or no-till",0,1,NA,NA,NA,"gkg",-0.241,-21,0.0059711,"","",20.6,1283,"cc vs. fallow","subsoil","cereal+legume","cereal+legume","grass+legume","grass+legume",46.9,9.1,44,0.75,4.2,5,NA,7,NA,12
"756",851,1128,"Rigo",954,"10.2489/jswc.2020.00188","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",1.9,2.5,0.2076328487,0.2732011168,1,1.37,1.37,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Alfisols",1,0,0,0,0,0,"0-20",10.4,24.1,65,NA,4.8,"CaCl2","fall",0,0,1,0,"Botucatu, Sao Paulo",-22.8166667,-48.41666667,"soybean",0,1,0,0,0,2,"sunn hemp",0,1,0,0,0,0,0,NA,NA,NA,NA,"spring","1","0",0,"0","0",1,12,4,"conventional",1,0,0,NA,NA,"gkg",0.274,32,0.0059711,"all plots got one of two winter cover crops (triticale or sunflower)","",20.6,1283,"cc vs. fallow","subsoil","legume","legume","legume","legume",10.4,24.1,65,NA,4.8,1,NA,12,0,37
"757",852,1129,"Rigo",955,"10.2489/jswc.2020.00188","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",1.9,1.7,0.2076328487,0.1857767594,1,1.37,1.37,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Alfisols",1,0,0,0,0,0,"0-20",10.4,24.1,65,NA,4.8,"CaCl2","fall",0,0,1,0,"Botucatu, Sao Paulo",-22.8166667,-48.41666667,"soybean",0,1,0,0,0,2,"forage sorghum",1,0,0,0,0,0,0,NA,NA,NA,NA,"spring","1","0",0,"0","0",1,12,4,"conventional",1,0,0,NA,NA,"gkg",-0.111,-11,0.0059711,"all plots got one of two winter cover crops (triticale or sunflower)","",20.6,1283,"cc vs. fallow","subsoil","legume","legume","grass","grass",10.4,24.1,65,NA,4.8,1,NA,12,0,37
"758",853,1130,"Rigo",956,"10.2489/jswc.2020.00188","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",1.9,1.8,0.2076328487,0.1967048041,1,1.37,1.37,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Alfisols",1,0,0,0,0,0,"0-20",10.4,24.1,65,NA,4.8,"CaCl2","fall",0,0,1,0,"Botucatu, Sao Paulo",-22.8166667,-48.41666667,"soybean",0,1,0,0,0,2,"pearl millet",1,0,0,0,0,0,0,NA,NA,NA,NA,"spring","1","0",0,"0","0",1,12,4,"conventional",1,0,0,NA,NA,"gkg",-0.054,-5,0.0059711,"all plots got one of two winter cover crops (triticale or sunflower)","",20.6,1283,"cc vs. fallow","subsoil","legume","legume","grass","grass",10.4,24.1,65,NA,4.8,1,NA,12,0,37
"759",854,1131,"Sala",1076,"10.36783/18069657rbcs20200103","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",1.1,1.2,0.25,0.1,NA,1.24,1.19,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,"0-20",18.25,57.75,23.75,NA,NA,NA,"spring",1,0,0,0,"Pergamino Experimental Station",-33.85,-60.66666667,"soybean",0,1,0,0,0,1,"oat,vetch",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",2,31,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.087,9,0.0195324,"row","",16.3,943,"cc vs. fallow","subsoil","legume","legume","grass+legume","grass+legume",18.25,57.75,23.75,NA,NA,2,NA,8,0,14
"760",855,1132,"Sala",1077,"10.36783/18069657rbcs20200103","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",0.7,1.3,0.3,0.1,NA,1.2,1.2,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,"0-20",18.25,57.75,23.75,NA,NA,NA,"spring",1,0,0,0,"Pergamino Experimental Station",-33.85,-60.66666667,"soybean",0,1,0,0,0,1,"oat,vetch",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",2,31,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.619,86,0.0631969,"inter-row","",16.3,943,"cc vs. fallow","subsoil","legume","legume","grass+legume","grass+legume",18.25,57.75,23.75,NA,NA,2,NA,8,0,14
"761",856,1133,"Yao19",1291,"10.2136/sssaj2019.03.0089","combo",0,0,0,0,1,"size and density",0,0,1,"Asia",0,1,0,0,0,0,"China","direct",1,0,"pom fraction",0,"POC",3.435582,4.2229046,0.212520902,0.2125219413,NA,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,"0-20",NA,NA,24,0.83,8.11,"water","summer",0,1,0,0,"Agricultural Technology Demonstration Center of Changwu County",35.2,107.7333333,"winter wheat",1,0,0,0,0,1,"Huai bean",0,1,0,0,0,0,0,NA,NA,NA,NA,"summer","0","1",0,"0","0",1,8,3,"conventional",1,0,101.25,NA,NA,"gkg",0.206,23,0.0021197,"","",10.8,588,"cc vs. fallow","subsoil","cereal","cereal","legume","legume",NA,NA,24,0.83,8.11,1,NA,8,101.25,33
