"","X","StudyID","Obs.ID","DOI","DispersingAgent","DispersingAgent.SodiumHex","DispersingAgent.OtherSolution","DispersingAgent.GlassBeads","DispersingAgent.Sonication","DispersingAgent.Combo","FractionationMethod","FractionationMethod.Size","FractionationMethod.Density","FractionationMethod.SizeAndDensity","Continent","Continent.Africa","Continent.Asia","Continent.Australia","Continent.Europe","Continent.NorthAmerica","Continent.SouthAmerica","country","ResponseCalc","ResponseCalc.Direct","ResponseCalc.Indirect","rv.type","summed","rv","mean.control.in.g.kg.1","mean.treatment.in.g.kg.1","sd.control.in.g.kg..1","sd.treatment.in.g.kg.1","sd.imputed.in.g.kg.1","control.BD..Mg.m.3.","treat.BD..Mg.m.3.","mean.control.in.Mg.ha.1","mean.treatment.in.Mg.ha.1","sd.control.in.Mg.ha.1","sd.treatment.in.Mg.ha.1","sd.imputed.in.Mg.ha.1","depth.upper.limit..cm.","depth.lower.limit..cm.","depth.type","depth.surface","depth.subsoil","depth.deepsoil","soilorder","soilorder.Alfisols","soilorder.Inceptisols","soilorder.Mollisols","soilorder.Oxisols","soilorder.Spodosols","soilorder.Ultisols","Baseline.depth..cm.","Baseline...sand","Baseline...silt","Baseline...clay","Baseline.TOC..","Baseline.pH","pH.method","SoilCollectionSeason","SoilCollectionSeason.spring","SoilCollectionSeason.summer","SoilCollectionSeason.fall","SoilCollectionSeason.winter","location.name","lat.decimal","long.decimal","maincrop","maincrop.cereal","maincrop.legume","maincrop.cereallegume","maincrop.otherrowcrop","maincrop.perennial","number.of.crop.species.in.control","cover.crop.added","ccadded.grass","ccadded.legume","ccadded.grasslegume","ccadded.brassica","ccadded.grassbrassica","ccadded.legumebrassica","ccadded.grasslegumebrassica","total.C.inputs.cover.crops..Mg.ha.1.yr.1.","bg.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.fallow..Mg.ha.1.yr.1.","ccseason","ccseason.spring","ccseason.summer","ccseason.fall","ccseason.winter","ccseason.yearround","number.crop.species.added","duration..yr.","reps","tillage","tillage.conventional","tillage.reducednotill","N.fertilization.rate..kg.ha.1.yr.1.","N.type","residue.removal....","logRR.type","logRR","percent.change","var","Further.notes","Further.notes.2","Temp","Prec","depth","maincrop.category","cropping.system","cover.crop.category","cover.crop","sand","silt","clay","toc","ph","species.added","ag.C.inputs","duration","nfert","StudyNum"
"486",486,"Hass",587,"10.1002/ldr.2345","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Asia",0,1,0,0,0,0,"Pakistan","direct",1,0,"pom fraction",0,"POC",1.520013905,0.8726844286,0.1661077985,0.09536734418,1,1.4,1.4,3.1920292,1.8326373,NA,NA,NA,0,15,NA,0,0,0,"Alfisols",1,0,0,0,0,0,NA,38.1,32.2,29.6,0.52,7.7,NA,"winter",0,0,0,1,"Pir Mehr Ali Shah-Arid Agriculture University",33.6333333,73.08333333,"wheat",1,0,0,0,0,1,"sorghum",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,2,3,"conventional",1,0,NA,"organic",NA,"gkg",-0.555,-43,0.0079615,"moldboard plough","",21.6,923,NA,"cereal","cereal","grass","grass",38.1,32.2,29.6,0.52,7.7,1,NA,2,NA,44
"487",487,"Hass",588,"10.1002/ldr.2345","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Asia",0,1,0,0,0,0,"Pakistan","direct",1,0,"pom fraction",0,"POC",0.5737947143,0.7837917619,0.06270454269,0.08565311386,1,1.4,1.4,1.2049689,1.6459627,NA,NA,NA,0,15,NA,0,0,0,"Alfisols",1,0,0,0,0,0,NA,38.1,32.2,29.6,0.52,7.7,NA,"winter",0,0,0,1,"Pir Mehr Ali Shah-Arid Agriculture University",33.6333333,73.08333333,"wheat",1,0,0,0,0,1,"mungbean",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,2,3,"reduced or no-till",0,1,NA,"organic",NA,"gkg",0.312,37,0.0079615,"","",21.6,923,NA,"cereal","cereal","legume","legume",38.1,32.2,29.6,0.52,7.7,1,NA,2,NA,44
"488",488,"Hass",589,"10.1002/ldr.2345","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Asia",0,1,0,0,0,0,"Pakistan","direct",1,0,"pom fraction",0,"POC",0.5737947143,0.9287193333,0.06270454269,0.1014908636,1,1.4,1.4,1.2049689,1.9503106,NA,NA,NA,0,15,NA,0,0,0,"Alfisols",1,0,0,0,0,0,NA,38.1,32.2,29.6,0.52,7.7,NA,"winter",0,0,0,1,"Pir Mehr Ali Shah-Arid Agriculture University",33.6333333,73.08333333,"wheat",1,0,0,0,0,1,"sorghum",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,2,3,"reduced or no-till",0,1,NA,"organic",NA,"gkg",0.482,62,0.0079615,"","",21.6,923,NA,"cereal","cereal","grass","grass",38.1,32.2,29.6,0.52,7.7,1,NA,2,NA,44
"489",489,"Isla",638,"10.1080/00103624.2021.1872594","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",0.00148,0.0022,0.0001617350611,0.0002404169827,1,1.42,1.37,NA,NA,NA,NA,NA,0,15,NA,0,0,0,"Alfisols",1,0,0,0,0,0,NA,15,64,21,NA,NA,NA,"fall",0,0,1,0,"Russell Larson Research Farm",41.2010833,-78.62663889,"corn,soybean",0,0,1,0,0,2,"rye",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,7,3,"reduced or no-till",0,1,83.5,"both",NA,"gkg",0.396,49,0.0079615,"no gypsum added","",7.4,1108,NA,"cereal+legume","cereal+legume","grass","grass",15,64,21,NA,NA,1,NA,7,83.5,45
"490",490,"Isla",639,"10.1080/00103624.2021.1872594","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",0.00347,0.00326,0.00037920315,0.0003562542562,1,1.42,1.37,NA,NA,NA,NA,NA,0,15,NA,0,0,0,"Alfisols",1,0,0,0,0,0,NA,15,64,21,NA,NA,NA,"fall",0,0,1,0,"Russell Larson Research Farm",41.2010833,-78.62663889,"corn,soybean",0,0,1,0,0,2,"rye",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,7,3,"reduced or no-till",0,1,83.5,"both",NA,"gkg",-0.062,-6,0.0079615,"no gypsum added","",7.4,1108,NA,"cereal+legume","cereal+legume","grass","grass",15,64,21,NA,NA,1,NA,7,83.5,45
"491",491,"Lado",685,"10.1016/j.agee.2016.03.021","other solution",0,1,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",2.88563,2.5953078,1.234279497,1.051421697,NA,1.44,1.44,NA,NA,NA,NA,NA,0,15,NA,0,0,0,"Alfisols",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring, summer, and fall",1,1,1,0,"Kellogg Biological Station LTER",42.4,-85.4,"corn,soybean,wheat",0,0,1,0,0,3,"rye, red clover",0,0,1,0,0,0,0,NA,NA,0.677976665,NA,"winter and year-round",0,0,0,1,1,2,5,27,"conventional",1,0,NA,NA,NA,"gkg",-0.106,-10,0.0128549,"depression topograpy","see http://lter.kbs.msu.edu/protocols/104 for details on managment practices",8.7,912,NA,"cereal+legume","cereal+legume","grass+legume","grass+legume",NA,NA,NA,NA,NA,2,0.677976665,5,NA,46
"492",492,"Lado",686,"10.1016/j.agee.2016.03.021","other solution",0,1,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",1.601173,1.9002932,0.8228512661,0.7771375956,NA,1.56,1.56,NA,NA,NA,NA,NA,0,15,NA,0,0,0,"Alfisols",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring, summer, and fall",1,1,1,0,"Kellogg Biological Station LTER",42.4,-85.4,"corn,soybean,wheat",0,0,1,0,0,3,"rye, red clover",0,0,1,0,0,0,0,NA,NA,0.479665725,NA,"winter and year-round",0,0,0,1,1,2,5,27,"conventional",1,0,NA,NA,NA,"gkg",0.171,19,0.0159757,"slope topography","see http://lter.kbs.msu.edu/protocols/104 for details on managment practices",8.7,912,NA,"cereal+legume","cereal+legume","grass+legume","grass+legume",NA,NA,NA,NA,NA,2,0.479665725,5,NA,46
"493",493,"Lado",687,"10.1016/j.agee.2016.03.021","other solution",0,1,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",2.0058651,2.0058651,0.6857097348,0.7314234054,NA,1.56,1.56,NA,NA,NA,NA,NA,0,15,NA,0,0,0,"Alfisols",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring, summer, and fall",1,1,1,0,"Kellogg Biological Station LTER",42.4,-85.4,"corn,soybean,wheat",0,0,1,0,0,3,"rye, red clover",0,0,1,0,0,0,0,NA,NA,0.553762235,NA,"winter and year-round",0,0,0,1,1,2,5,27,"conventional",1,0,NA,NA,NA,"gkg",0,0,0.0092529,"summit topograpy","see http://lter.kbs.msu.edu/protocols/104 for details on managment practices",8.7,912,NA,"cereal+legume","cereal+legume","grass+legume","grass+legume",NA,NA,NA,NA,NA,2,0.553762235,5,NA,46
"494",494,"Sequ",1086,"10.2136/sssaj2011.0067","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",2.892,3.177,0.3160390519,0.3471839792,1,NA,NA,NA,NA,NA,NA,NA,0,15,NA,0,0,0,"Ultisols",0,0,0,0,0,1,NA,32.6,58.9,8.5,NA,6.41,NA,NA,0,0,0,0,"Valley region of Virginia",38.478966,-78.852434,"corn,alfalfa,soybean",0,0,1,0,0,3,"rye",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,3,3,"reduced or no-till",0,1,NA,NA,NA,"gkg",0.094,10,0.0079615,"rye killed","",11.5,943,NA,"cereal+legume","cereal+legume","grass","grass",32.6,58.9,8.5,NA,6.41,1,NA,3,NA,47
"495",495,"Sequ",1087,"10.2136/sssaj2011.0067","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",2.892,2.903,0.3160390519,0.3172411368,1,NA,NA,NA,NA,NA,NA,NA,0,15,NA,0,0,0,"Ultisols",0,0,0,0,0,1,NA,32.6,58.9,8.5,NA,6.41,NA,NA,0,0,0,0,"Valley region of Virginia",38.478966,-78.852434,"corn,alfalfa,soybean",0,0,1,0,0,3,"rye",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,3,3,"reduced or no-till",0,1,NA,NA,NA,"gkg",0.004,0,0.0079615,"rye harvested","",11.5,943,NA,"cereal+legume","cereal+legume","grass","grass",32.6,58.9,8.5,NA,6.41,1,NA,3,NA,47
"496",496,"Thap",1142,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",3.657222222,3.038888889,0.3996628781,0.3320911352,1,1.2,1.2,6.583,5.47,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"spring",1,0,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea",0,1,0,0,0,0,0,NA,NA,0.8227125,NA,"spring and winter",1,0,0,1,0,1,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",-0.185,-17,0.0079615,"soils collected at cover crop termination","",13.6,401,NA,"cereal","cereal","legume","legume",43.7,21.5,34.8,0.84,8,1,0.8227125,4,70,43
"497",497,"Thap",1143,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",3.657222222,3.348333333,0.3996628781,0.3659073624,1,1.2,1.2,6.583,6.027,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"spring",1,0,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"oats",1,0,0,0,0,0,0,NA,NA,0.957825,NA,"spring and winter",1,0,0,1,0,1,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",-0.088,-8,0.0079615,"soils collected at cover crop termination","",13.6,401,NA,"cereal","cereal","grass","grass",43.7,21.5,34.8,0.84,8,1,0.957825,4,70,43
"498",498,"Thap",1144,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",3.657222222,2.391666667,0.3996628781,0.2613624017,1,1.2,1.2,6.583,4.305,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"spring",1,0,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"canola",0,0,0,1,0,0,0,NA,NA,1.2515625,NA,"spring and winter",1,0,0,1,0,1,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",-0.425,-35,0.0079615,"soils collected at cover crop termination","",13.6,401,NA,"cereal","cereal","brassica","brassica",43.7,21.5,34.8,0.84,8,1,1.2515625,4,70,43
"499",499,"Thap",1145,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",3.657222222,3.023888889,0.3996628781,0.3304519285,1,1.2,1.2,6.583,5.443,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"spring",1,0,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea,oats",0,0,1,0,0,0,0,NA,NA,1.001475,NA,"spring and winter",1,0,0,1,0,2,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",-0.19,-17,0.0079615,"soils collected at cover crop termination","",13.6,401,NA,"cereal","cereal","grass+legume","grass+legume",43.7,21.5,34.8,0.84,8,2,1.001475,4,70,43
"500",500,"Thap",1146,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",3.657222222,3.301111111,0.3996628781,0.3607468968,1,1.2,1.2,6.583,5.942,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"spring",1,0,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea,canola",0,0,0,0,0,1,0,NA,NA,1.2963375,NA,"spring and winter",1,0,0,1,0,2,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",-0.102,-10,0.0079615,"soils collected at cover crop termination","",13.6,401,NA,"cereal","cereal","legume+brassica","legume+brassica",43.7,21.5,34.8,0.84,8,2,1.2963375,4,70,43
"501",501,"Thap",1147,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",3.657222222,3.161111111,0.3996628781,0.3454476343,1,1.2,1.2,6.583,5.69,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"spring",1,0,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea,oats,canola",0,0,0,0,0,0,1,NA,NA,0.97965,NA,"spring and winter",1,0,0,1,0,3,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",-0.146,-14,0.0079615,"soils collected at cover crop termination","",13.6,401,NA,"cereal","cereal","grass+legume+brassica","grass+legume+brassica",43.7,21.5,34.8,0.84,8,3,0.97965,4,70,43
"502",502,"Thap",1148,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",3.657222222,2.953333333,0.3996628781,0.3227415859,1,1.2,1.2,6.583,5.316,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"spring",1,0,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea,oats,canola,hairy vetch,forage radish,barley",0,0,0,0,0,0,1,NA,NA,1.0614375,NA,"spring and winter",1,0,0,1,0,6,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",-0.214,-19,0.0079615,"soils collected at cover crop termination","",13.6,401,NA,"cereal","cereal","grass+legume+brassica","grass+legume+brassica",43.7,21.5,34.8,0.84,8,6,1.0614375,4,70,43
"503",503,"Thap",1149,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",2.032777778,3.426111111,0.2221428636,0.3744069527,1,1.2,1.2,3.659,6.167,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea",0,1,0,0,0,0,0,NA,NA,0.88095,NA,"spring and winter",1,0,0,1,0,1,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",0.522,69,0.0079615,"soil collected 36 days after cover crop termination","",13.6,401,NA,"cereal","cereal","legume","legume",43.7,21.5,34.8,0.84,8,1,0.88095,4,70,43
"504",504,"Thap",1150,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",2.032777778,2.685555556,0.2221428636,0.2934787107,1,1.2,1.2,3.659,4.834,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"oats",1,0,0,0,0,0,0,NA,NA,0.8964,NA,"spring and winter",1,0,0,1,0,1,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",0.278,32,0.0079615,"soil collected 36 days after cover crop termination","",13.6,401,NA,"cereal","cereal","grass","grass",43.7,21.5,34.8,0.84,8,1,0.8964,4,70,43
"505",505,"Thap",1151,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",2.032777778,2.980555556,0.2221428636,0.3257164425,1,1.2,1.2,3.659,5.365,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"canola",0,0,0,1,0,0,0,NA,NA,1.3815,NA,"spring and winter",1,0,0,1,0,1,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",0.383,47,0.0079615,"soil collected 36 days after cover crop termination","",13.6,401,NA,"cereal","cereal","brassica","brassica",43.7,21.5,34.8,0.84,8,1,1.3815,4,70,43
"506",506,"Thap",1152,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",2.032777778,2.36,0.2221428636,0.2579018542,1,1.2,1.2,3.659,4.248,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea,oats",0,0,1,0,0,0,0,NA,NA,0.98385,NA,"spring and winter",1,0,0,1,0,2,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",0.149,16,0.0079615,"soil collected 36 days after cover crop termination","",13.6,401,NA,"cereal","cereal","grass+legume","grass+legume",43.7,21.5,34.8,0.84,8,2,0.98385,4,70,43
"507",507,"Thap",1153,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",2.032777778,2.829444444,0.2221428636,0.3092029528,1,1.2,1.2,3.659,5.093,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea,canola",0,0,0,0,0,1,0,NA,NA,1.48065,NA,"spring and winter",1,0,0,1,0,2,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",0.331,39,0.0079615,"soil collected 36 days after cover crop termination","",13.6,401,NA,"cereal","cereal","legume+brassica","legume+brassica",43.7,21.5,34.8,0.84,8,2,1.48065,4,70,43
"508",508,"Thap",1154,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",2.032777778,3.273888889,0.2221428636,0.3577720402,1,1.2,1.2,3.659,5.893,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea,oats,canola",0,0,0,0,0,0,1,NA,NA,0.97965,NA,"spring and winter",1,0,0,1,0,3,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",0.477,61,0.0079615,"soil collected 36 days after cover crop termination","",13.6,401,NA,"cereal","cereal","grass+legume+brassica","grass+legume+brassica",43.7,21.5,34.8,0.84,8,3,0.97965,4,70,43
"509",509,"Thap",1155,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",2.032777778,3.412777778,0.2221428636,0.37294988,1,1.2,1.2,3.659,6.143,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea,oats,canola,hairy vetch,forage radish,barley",0,0,0,0,0,0,1,NA,NA,1.053,NA,"spring and winter",1,0,0,1,0,6,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",0.518,68,0.0079615,"soil collected 36 days after cover crop termination","",13.6,401,NA,"cereal","cereal","grass+legume+brassica","grass+legume+brassica",43.7,21.5,34.8,0.84,8,6,1.053,4,70,43
"510",510,"Thap",1156,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",3.768888889,3.697777778,0.4118658613,0.4040948074,1,1.2,1.2,6.784,6.656,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea",0,1,0,0,0,0,0,NA,NA,0.648,NA,"spring",1,0,0,0,0,1,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",-0.019,-2,0.0079615,"soil collected 1 year after cover crop termination","",13.6,401,NA,"cereal","cereal","legume","legume",43.7,21.5,34.8,0.84,8,1,0.648,4,70,43
"511",511,"Thap",1157,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",3.768888889,2.881111111,0.4118658613,0.3148491092,1,1.2,1.2,6.784,5.186,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"oats",1,0,0,0,0,0,0,NA,NA,1.1421,NA,"spring",1,0,0,0,0,1,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",-0.269,-24,0.0079615,"soil collected 1 year after cover crop termination","",13.6,401,NA,"cereal","cereal","grass","grass",43.7,21.5,34.8,0.84,8,1,1.1421,4,70,43
"512",512,"Thap",1158,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",3.768888889,3.446111111,0.4118658613,0.3765925616,1,1.2,1.2,6.784,6.203,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"canola",0,0,0,1,0,0,0,NA,NA,0.86175,NA,"spring",1,0,0,0,0,1,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",-0.09,-9,0.0079615,"soil collected 1 year after cover crop termination","",13.6,401,NA,"cereal","cereal","brassica","brassica",43.7,21.5,34.8,0.84,8,1,0.86175,4,70,43
"513",513,"Thap",1159,"10.1016/j.geoderma.2021.115497","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",3.768888889,3.678333333,0.4118658613,0.4019699098,1,1.2,1.2,6.784,6.621,NA,NA,NA,0,15,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-15",43.7,21.5,34.8,0.84,8,NA,"summer",0,1,0,0,"New Mexico State University Agricultural Science Center",34.5833333,-103.2,"winter wheat,sorghum",1,0,0,0,0,2,"pea,oats",0,0,1,0,0,0,0,NA,NA,1.05435,NA,"spring",1,0,0,0,0,2,4,3,"reduced or no-till",0,1,70,NA,NA,"gkg",-0.024,-2,0.0079615,"soil collected 1 year after cover crop termination","",13.6,401,NA,"cereal","cereal","grass+legume","grass+legume",43.7,21.5,34.8,0.84,8,2,1.05435,4,70,43
