"","X.1","X","StudyID","Obs.ID","DOI","DispersingAgent","DispersingAgent.SodiumHex","DispersingAgent.OtherSolution","DispersingAgent.GlassBeads","DispersingAgent.Sonication","DispersingAgent.Combo","FractionationMethod","FractionationMethod.Size","FractionationMethod.Density","FractionationMethod.SizeAndDensity","Continent","Continent.Africa","Continent.Asia","Continent.Australia","Continent.Europe","Continent.NorthAmerica","Continent.SouthAmerica","country","ResponseCalc","ResponseCalc.Direct","ResponseCalc.Indirect","rv.type","summed","rv","mean.control.in.g.kg.1","mean.treatment.in.g.kg.1","sd.control.in.g.kg..1","sd.treatment.in.g.kg.1","sd.imputed.in.g.kg.1","control.BD..Mg.m.3.","treat.BD..Mg.m.3.","mean.control.in.Mg.ha.1","mean.treatment.in.Mg.ha.1","sd.control.in.Mg.ha.1","sd.treatment.in.Mg.ha.1","sd.imputed.in.Mg.ha.1","depth.upper.limit..cm.","depth.lower.limit..cm.","depth.type","depth.surface","depth.subsoil","depth.deepsoil","soilorder","soilorder.Alfisols","soilorder.Inceptisols","soilorder.Mollisols","soilorder.Oxisols","soilorder.Spodosols","soilorder.Ultisols","Baseline.depth..cm.","Baseline...sand","Baseline...silt","Baseline...clay","Baseline.TOC..","Baseline.pH","pH.method","SoilCollectionSeason","SoilCollectionSeason.spring","SoilCollectionSeason.summer","SoilCollectionSeason.fall","SoilCollectionSeason.winter","location.name","lat.decimal","long.decimal","maincrop","maincrop.cereal","maincrop.legume","maincrop.cereallegume","maincrop.otherrowcrop","maincrop.perennial","number.of.crop.species.in.control","cover.crop.added","ccadded.grass","ccadded.legume","ccadded.grasslegume","ccadded.brassica","ccadded.grassbrassica","ccadded.legumebrassica","ccadded.grasslegumebrassica","total.C.inputs.cover.crops..Mg.ha.1.yr.1.","bg.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.fallow..Mg.ha.1.yr.1.","ccseason","ccseason.spring","ccseason.summer","ccseason.fall","ccseason.winter","ccseason.yearround","number.crop.species.added","duration..yr.","reps","tillage","tillage.conventional","tillage.reducednotill","N.fertilization.rate..kg.ha.1.yr.1.","N.type","residue.removal....","logRR.type","logRR","percent.change","var","Further.notes","Further.notes.2","Temp","Prec","comp","depth","maincrop.category","cropping.system","cover.crop.category","cover.crop","sand","silt","clay","toc","ph","species.added","ag.C.inputs","duration","nfert","StudyNum"
"185",212,262,"Wegn",1258,"10.1007/s12155-017-9891-y","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"SOM",81.61,82.7,8.918377255,9.037492942,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Ultisols",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"summer",0,1,0,0,"North Central Agricultural Research Laboratory",44.339746,-96.789566,"corn,soybean",0,0,1,0,0,2,"winter lentils,slender wheatgrasss",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",2,7,3,"reduced or no-till",0,1,NA,NA,55,"gkg",0.013,1,0.0079615,"corn phase","",6.1,588,"cc vs. fallow","surface","cereal+legume","cereal+legume","legume","legume",NA,NA,NA,NA,NA,2,NA,7,NA,28
"186",213,263,"Wegn",1259,"10.1007/s12155-017-9891-y","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"SOM",78.97,74.69,8.629876876,8.162156564,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Ultisols",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"summer",0,1,0,0,"North Central Agricultural Research Laboratory",44.339746,-96.789566,"corn,soybean",0,0,1,0,0,2,"winter lentils,slender wheatgrasss",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",2,7,3,"reduced or no-till",0,1,NA,NA,98,"gkg",-0.056,-5,0.0079615,"corn phase","",6.1,588,"cc vs. fallow","surface","cereal+legume","cereal+legume","legume","legume",NA,NA,NA,NA,NA,2,NA,7,NA,28
"199",226,294,"Fras",497,"10.1016/j.gecco.2016.03.009",NA,0,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",19.91666667,19.54166667,2.17650223,2.135522063,1,1.2,1.2,14.34,14.07,NA,NA,NA,0,6,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,57,NA,NA,1.16,5.8,NA,"summer",0,1,0,0,"INTA Experimental Station at Anguil",-36.6105417,-63.98006111,"sorghum",1,0,0,0,0,1,"rye",1,0,0,0,0,0,0,NA,2.8185,NA,NA,"winter","0","0",0,"1","0",1,0.5,4,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.019,-2,0.0059711,"","",15.4,634,"cc vs. fallow","surface","cereal","cereal","grass","grass",57,NA,NA,1.16,5.8,1,NA,0.5,0,29
"200",227,295,"Fras",498,"10.1016/j.gecco.2016.03.009",NA,0,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",19.91666667,18.48611111,2.17650223,2.02017048,1,1.2,1.2,14.34,13.31,NA,NA,NA,0,6,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,57,NA,NA,1.16,5.8,NA,"summer",0,1,0,0,"INTA Experimental Station at Anguil",-36.6105417,-63.98006111,"sorghum",1,0,0,0,0,1,"vetch",0,1,0,0,0,0,0,NA,1.92,NA,NA,"winter","0","0",0,"1","0",1,0.5,4,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.075,-7,0.0059711,"","",15.4,634,"cc vs. fallow","surface","cereal","cereal","legume","legume",57,NA,NA,1.16,5.8,1,NA,0.5,0,29
"201",228,296,"Fras",499,"10.1016/j.gecco.2016.03.009",NA,0,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",19.91666667,20.01388889,2.17650223,2.187126718,1,1.2,1.2,14.34,14.41,NA,NA,NA,0,6,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,57,NA,NA,1.16,5.8,NA,"summer",0,1,0,0,"INTA Experimental Station at Anguil",-36.6105417,-63.98006111,"sorghum",1,0,0,0,0,1,"rye, vetch",0,0,1,0,0,0,0,NA,3.351,NA,NA,"winter","0","0",0,"1","0",2,0.5,4,"reduced or no-till",0,1,0,NA,NA,"gkg",0.005,0,0.0059711,"","",15.4,634,"cc vs. fallow","surface","cereal","cereal","grass+legume","grass+legume",57,NA,NA,1.16,5.8,2,NA,0.5,0,29
"202",229,297,"Fras",500,"10.1016/j.gecco.2016.03.009",NA,0,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",19.23611111,19.36111111,2.102130815,2.115790871,1,1.2,1.2,13.85,13.94,NA,NA,NA,0,6,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,57,NA,NA,1.16,5.8,NA,"summer",0,1,0,0,"INTA Experimental Station at Anguil",-36.6105417,-63.98006111,"sorghum",1,0,0,0,0,1,"rye",1,0,0,0,0,0,0,NA,2.8185,NA,NA,"winter","0","0",0,"1","0",1,2,4,"reduced or no-till",0,1,0,NA,NA,"gkg",0.006,1,0.0059711,"","",15.4,634,"cc vs. fallow","surface","cereal","cereal","grass","grass",57,NA,NA,1.16,5.8,1,NA,2,0,29
"203",230,298,"Fras",501,"10.1016/j.gecco.2016.03.009",NA,0,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",19.23611111,23.43055556,2.102130815,2.560501578,1,1.2,1.2,13.85,16.87,NA,NA,NA,0,6,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,57,NA,NA,1.16,5.8,NA,"summer",0,1,0,0,"INTA Experimental Station at Anguil",-36.6105417,-63.98006111,"sorghum",1,0,0,0,0,1,"vetch",0,1,0,0,0,0,0,NA,1.92,NA,NA,"winter","0","0",0,"1","0",1,2,4,"reduced or no-till",0,1,0,NA,NA,"gkg",0.197,22,0.0059711,"","",15.4,634,"cc vs. fallow","surface","cereal","cereal","legume","legume",57,NA,NA,1.16,5.8,1,NA,2,0,29
"204",231,299,"Fras",502,"10.1016/j.gecco.2016.03.009",NA,0,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",19.23611111,22.52777778,2.102130815,2.461845619,1,1.2,1.2,13.85,16.22,NA,NA,NA,0,6,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,57,NA,NA,1.16,5.8,NA,"summer",0,1,0,0,"INTA Experimental Station at Anguil",-36.6105417,-63.98006111,"sorghum",1,0,0,0,0,1,"rye, vetch",0,0,1,0,0,0,0,NA,3.351,NA,NA,"winter","0","0",0,"1","0",2,2,4,"reduced or no-till",0,1,0,NA,NA,"gkg",0.158,17,0.0059711,"","",15.4,634,"cc vs. fallow","surface","cereal","cereal","grass+legume","grass+legume",57,NA,NA,1.16,5.8,2,NA,2,0,29
"253",280,387,"Ball",46,"10.1016/j.geoderma.2020.114619","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Australia",0,0,1,0,0,0,"Australia","direct",1,0,"total organic matter",0,"SOC",11.41,14.22,1.02,1.22,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,NA,0,0,0,0,0,0,NA,57.25,15,27.75,NA,7.1,"water","fall",0,0,1,0,"Eden Valley, Nuriootpa, Langhorne Creek and Waikerie",-34.5284444,139.2772222,"grapevine",0,0,0,0,1,1,"grass",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,3,16,NA,0,0,0.035,NA,NA,"gkg",0.22,25,0.0009595,"average of four sites in Australia","",15.2,394,"cc vs. fallow","surface","perennial","perennial","grass","grass",57.25,15,27.75,NA,7.1,1,NA,3,0.035,30
"254",281,388,"Ball",47,"10.1016/j.geoderma.2020.114619","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Australia",0,0,1,0,0,0,"Australia","direct",1,0,"total organic matter",0,"SOC",11.41,13.62,1.02,1.1,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,NA,0,0,0,0,0,0,NA,57.25,15,27.75,NA,7.1,"water","fall",0,0,1,0,"Eden Valley, Nuriootpa, Langhorne Creek and Waikerie",-34.5284444,139.2772222,"grapevine",0,0,0,0,1,1,"legume",0,1,0,0,0,0,0,NA,3.3,NA,NA,"year-round","0","0",0,"0","1",1,3,16,NA,0,0,0.035,NA,NA,"gkg",0.177,19,0.0009071,"average of four sites in Australia","",15.2,394,"cc vs. fallow","surface","perennial","perennial","legume","legume",57.25,15,27.75,NA,7.1,1,NA,3,0.035,30
"255",282,389,"Ball",48,"10.1016/j.geoderma.2020.114619","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Australia",0,0,1,0,0,0,"Australia","direct",1,0,"total organic matter",0,"SOC",11.41,14.64,1.02,1.29,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,NA,0,0,0,0,0,0,NA,57.25,15,27.75,NA,7.1,"water","fall",0,0,1,0,"Eden Valley, Nuriootpa, Langhorne Creek and Waikerie",-34.5284444,139.2772222,"grapevine",0,0,0,0,1,1,"grass, legume",0,0,1,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,3,16,NA,0,0,0.035,NA,NA,"gkg",0.249,28,0.0009847,"average of four sites in Australia","",15.2,394,"cc vs. fallow","surface","perennial","perennial","grass+legume","grass+legume",57.25,15,27.75,NA,7.1,1,NA,3,0.035,30
"256",283,390,"Beeh",147,"10.2489/jswc.72.3.272","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"SOC",8.3,8.1,0.9070277076,0.8851716183,1,NA,NA,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,"Alfisols",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Kellogg",42.4053889,-85.40047222,"corn-soybean",0,0,1,0,0,2,"rye",1,0,0,0,0,0,0,NA,NA,0.040326263,NA,"winter","0","0",0,"1","0",1,4,4,"conventional",1,0,NA,NA,NA,"gkg",-0.024,-2,0.0059711,"depression topography","",8.7,912,"cc vs. fallow","surface","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,NA,1,0.040326263,4,NA,34
"257",284,391,"Beeh",148,"10.2489/jswc.72.3.272","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"SOC",5.2,5.4,0.5682583228,0.5901144122,1,NA,NA,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,"Alfisols",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Kellogg",42.4053889,-85.40047222,"corn-soybean",0,0,1,0,0,2,"rye",1,0,0,0,0,0,0,NA,NA,0.1176335,NA,"winter","0","0",0,"1","0",1,4,4,"conventional",1,0,NA,NA,NA,"gkg",0.038,4,0.0059711,"slope topography","",8.7,912,"cc vs. fallow","surface","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,NA,1,0.1176335,4,NA,34
"258",285,392,"Beeh",149,"10.2489/jswc.72.3.272","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"SOC",7.1,6.9,0.7758911716,0.7540350822,1,NA,NA,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,"Alfisols",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Kellogg",42.4053889,-85.40047222,"corn-soybean",0,0,1,0,0,2,"rye",1,0,0,0,0,0,0,NA,NA,0.0704944,NA,"winter","0","0",0,"1","0",1,4,4,"conventional",1,0,NA,NA,NA,"gkg",-0.029,-3,0.0059711,"summit topography","",8.7,912,"cc vs. fallow","surface","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,NA,1,0.0704944,4,NA,34
"259",286,393,"Beeh",150,"10.2489/jswc.72.3.272","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"SOC",9.9,10.9,1.081876422,1.191156869,1,NA,NA,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,"Alfisols",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Mason",42.5779722,-84.44197222,"corn-soybean",0,0,1,0,0,2,"rye",1,0,0,0,0,0,0,NA,NA,0.15010945,NA,"winter","0","0",0,"1","0",1,4,4,"conventional",1,0,NA,NA,NA,"gkg",0.096,10,0.0059711,"depression topography","",8.2,788,"cc vs. fallow","surface","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,NA,1,0.15010945,4,NA,34
"260",287,394,"Beeh",151,"10.2489/jswc.72.3.272","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"SOC",7.4,7.9,0.8086753056,0.8633155289,1,NA,NA,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,"Alfisols",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Mason",42.5779722,-84.44197222,"corn-soybean",0,0,1,0,0,2,"rye",1,0,0,0,0,0,0,NA,NA,0.19994295,NA,"winter","0","0",0,"1","0",1,4,4,"conventional",1,0,NA,NA,NA,"gkg",0.065,7,0.0059711,"slope topography","",8.2,788,"cc vs. fallow","surface","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,NA,1,0.19994295,4,NA,34
"261",288,395,"Beeh",152,"10.2489/jswc.72.3.272","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"SOC",7.6,7.6,0.8305313949,0.8305313949,1,NA,NA,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,"Alfisols",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Mason",42.5779722,-84.44197222,"corn-soybean",0,0,1,0,0,2,"rye",1,0,0,0,0,0,0,NA,NA,0.3225018,NA,"winter","0","0",0,"1","0",1,4,4,"conventional",1,0,NA,NA,NA,"gkg",0,0,0.0059711,"summit topography","",8.2,788,"cc vs. fallow","surface","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,NA,1,0.3225018,4,NA,34
"262",289,396,"Cate",248,"10.1016/j.agee.2019.106649","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"SOC",NA,NA,NA,NA,NA,NA,NA,29.3,28.8,3.577708764,3.130495168,NA,0,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"fall",0,0,1,0,"Arlington Agricultural Research Station",43.2958333,-89.38,"maize",1,0,0,0,0,1,"bluegrass",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,3,5,"conventional",1,0,NA,NA,0,"mgha",-0.017,-2,0.005345,"harvested for grain","",7.5,804,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,NA,NA,1,NA,3,NA,35
"263",290,397,"Cate",249,"10.1016/j.agee.2019.106649","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"SOC",NA,NA,NA,NA,NA,NA,NA,29.3,30.5,3.577708764,4.024922359,NA,0,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"fall",0,0,1,0,"Arlington Agricultural Research Station",43.2958333,-89.38,"maize",1,0,0,0,0,1,"rye",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",1,3,5,"conventional",1,0,NA,NA,0,"mgha",0.04,4,0.0064649,"harvested for grain","",7.5,804,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,NA,NA,1,NA,3,NA,35
"264",291,398,"Cate",250,"10.1016/j.agee.2019.106649","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"SOC",NA,NA,NA,NA,NA,NA,NA,27,28.5,2.906888371,2.01246118,NA,0,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"fall",0,0,1,0,"Arlington Agricultural Research Station",43.2958333,-89.38,"maize",1,0,0,0,0,1,"bluegrass",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,3,5,"conventional",1,0,NA,NA,100,"mgha",0.054,6,0.0033155,"harvested for silage","",7.5,804,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,NA,NA,1,NA,3,NA,35
"265",292,399,"Cate",251,"10.1016/j.agee.2019.106649","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"SOC",NA,NA,NA,NA,NA,NA,NA,27,27.8,2.906888371,3.801315562,NA,0,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"fall",0,0,1,0,"Arlington Agricultural Research Station",43.2958333,-89.38,"maize",1,0,0,0,0,1,"rye",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",1,3,5,"conventional",1,0,NA,NA,100,"mgha",0.029,3,0.0060577,"harvested for silage","",7.5,804,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,NA,NA,1,NA,3,NA,35
"266",293,400,"Chen",262,"10.1016/j.agee.2016.03.009","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Asia",0,1,0,0,0,0,"China","direct",1,0,"total organic matter",0,"SOC",27.234043,27.234043,0.957447,0.478723,NA,1.17,1.16,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"fall",0,0,1,0,"China Rice Research Institute",30.3,120.2,"rice",1,0,0,0,0,1,"oilseed rape",0,0,0,1,0,0,0,2.55346,0.71146,1.842,NA,"winter","0","0",0,"1","0",1,11,3,"conventional",1,0,225,"organic",75,"gkg",0,0,0.000515,"""most of the rice straw was removed after the harvest of
summer rice""","",16.8,1353,"cc vs. fallow","surface","cereal","cereal","brassica","brassica",NA,NA,NA,NA,NA,1,1.842,11,225,36
"267",294,401,"Chen",263,"10.1016/j.agee.2016.03.009","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Asia",0,1,0,0,0,0,"China","direct",1,0,"total organic matter",0,"SOC",27.234043,26.80851,0.957447,1.595745,NA,1.17,1.11,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"fall",0,0,1,0,"China Rice Research Institute",30.3,120.2,"rice",1,0,0,0,0,1,"wheat",1,0,0,0,0,0,0,4.06148,0.81448,3.247,NA,"winter","0","0",0,"1","0",1,11,3,"conventional",1,0,225,"organic",75,"gkg",-0.016,-2,0.001593,"""most of the rice straw was removed after the harvest of
summer rice""","",16.8,1353,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,NA,NA,1,3.247,11,225,36
"268",295,402,"deOl",371,"10.1590/18069657rbcs20150105","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",8.297297297,8.216216216,0.9067323551,0.8978717783,1,1.48,1.48,12.28,12.16,NA,NA,NA,0,10,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",90,1.65,8.35,NA,5.85,"water","spring",1,0,0,0,"Rio Real",-11.4644444,-37.93638889,"orange tree",0,0,0,0,1,1,"brachiaria",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",1,1,3,"conventional",1,0,NA,NA,NA,"gkg",-0.01,-1,0.0079615,"","",24.1,946,"cc vs. fallow","surface","perennial","perennial","grass","grass",90,1.65,8.35,NA,5.85,1,NA,1,NA,31
"269",296,403,"deOl",372,"10.1590/18069657rbcs20150105","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",8.297297297,8.459459459,0.9067323551,0.9244535086,1,1.48,1.48,12.28,12.52,NA,NA,NA,0,10,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",90,1.65,8.35,NA,5.85,"water","spring",1,0,0,0,"Rio Real",-11.4644444,-37.93638889,"orange tree",0,0,0,0,1,1,"millet",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",1,1,3,"conventional",1,0,NA,NA,NA,"gkg",0.019,2,0.0079615,"","",24.1,946,"cc vs. fallow","surface","perennial","perennial","grass","grass",90,1.65,8.35,NA,5.85,1,NA,1,NA,31
"270",297,404,"deOl",373,"10.1590/18069657rbcs20150105","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",8.297297297,6.385135135,0.9067323551,0.6977704198,1,1.48,1.48,12.28,9.45,NA,NA,NA,0,10,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",90,1.65,8.35,NA,5.85,"water","spring",1,0,0,0,"Rio Real",-11.4644444,-37.93638889,"orange tree",0,0,0,0,1,1,"jack bean",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",1,1,3,"conventional",1,0,NA,NA,NA,"gkg",-0.262,-23,0.0079615,"","",24.1,946,"cc vs. fallow","surface","perennial","perennial","legume","legume",90,1.65,8.35,NA,5.85,1,NA,1,NA,31
"271",298,405,"deOl",374,"10.1590/18069657rbcs20150105","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",8.297297297,7.358108108,0.9067323551,0.8040973409,1,1.48,1.48,12.28,10.89,NA,NA,NA,0,10,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",90,1.65,8.35,NA,5.85,"water","spring",1,0,0,0,"Rio Real",-11.4644444,-37.93638889,"orange tree",0,0,0,0,1,1,"jack bean, millet",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",2,1,3,"conventional",1,0,NA,NA,NA,"gkg",-0.12,-11,0.0079615,"","",24.1,946,"cc vs. fallow","surface","perennial","perennial","grass+legume","grass+legume",90,1.65,8.35,NA,5.85,2,NA,1,NA,31
"272",299,406,"Garc18",528,"10.1016/j.scitotenv.2017.11.240","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Europe",0,0,0,1,0,0,"Spain","direct",1,0,"total organic matter",0,"SOC",10.59161314,9.169733099,1.157456215,1.002072529,1,1.37,1.42,14.51051,13.021021,NA,NA,NA,0,10,"surface",1,0,0,"Alfisols",1,0,0,0,0,0,NA,49,24.13,26.88,0.69,NA,NA,"summer",0,1,0,0,"Belmonte de Tajo",40.2552778,-3.335277778,"grapevine",0,0,0,0,1,1,"brachypodium",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,3,12,"reduced or no-till",0,1,NA,NA,NA,"gkg",-0.144,-13,0.0019904,"","",13.7,440,"cc vs. fallow","surface","perennial","perennial","grass","grass",49,24.13,26.88,0.69,NA,1,NA,3,NA,8
"273",300,407,"Land",726,"10.3232/SJSS.2020.V10.N2.03","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",18.4,21.7,2.010760219,2.371385693,1,NA,NA,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,1.89,6.4,NA,"fall",0,0,1,0,"Marcos Juarez INTA Experimental Station",-32.7124028,-61.09613056,"soybean,corn",0,0,1,0,0,2,"common vetch",0,1,0,0,0,0,0,NA,NA,1.702035,NA,"winter","0","0",0,"1","0",1,9,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.165,18,0.0079615,"","",17.1,963,"cc vs. fallow","surface","cereal+legume","cereal+legume","legume","legume",NA,NA,NA,1.89,6.4,1,1.702035,9,0,32
"274",301,408,"Land",727,"10.3232/SJSS.2020.V10.N2.03","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",18.4,21.5,2.010760219,2.349529604,1,NA,NA,NA,NA,NA,NA,NA,0,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,1.89,6.4,NA,"fall",0,0,1,0,"Marcos Juarez INTA Experimental Station",-32.7124028,-61.09613056,"soybean,corn",0,0,1,0,0,2,"hairy vetch",0,1,0,0,0,0,0,NA,NA,2.6006233,NA,"winter","0","0",0,"1","0",1,9,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.156,17,0.0079615,"","",17.1,963,"cc vs. fallow","surface","cereal+legume","cereal+legume","legume","legume",NA,NA,NA,1.89,6.4,1,2.6006233,9,0,32
