"","X.1","X","StudyID","Obs.ID","DOI","DispersingAgent","DispersingAgent.SodiumHex","DispersingAgent.OtherSolution","DispersingAgent.GlassBeads","DispersingAgent.Sonication","DispersingAgent.Combo","FractionationMethod","FractionationMethod.Size","FractionationMethod.Density","FractionationMethod.SizeAndDensity","Continent","Continent.Africa","Continent.Asia","Continent.Australia","Continent.Europe","Continent.NorthAmerica","Continent.SouthAmerica","country","ResponseCalc","ResponseCalc.Direct","ResponseCalc.Indirect","rv.type","summed","rv","mean.control.in.g.kg.1","mean.treatment.in.g.kg.1","sd.control.in.g.kg..1","sd.treatment.in.g.kg.1","sd.imputed.in.g.kg.1","control.BD..Mg.m.3.","treat.BD..Mg.m.3.","mean.control.in.Mg.ha.1","mean.treatment.in.Mg.ha.1","sd.control.in.Mg.ha.1","sd.treatment.in.Mg.ha.1","sd.imputed.in.Mg.ha.1","depth.upper.limit..cm.","depth.lower.limit..cm.","depth.type","depth.surface","depth.subsoil","depth.deepsoil","soilorder","soilorder.Alfisols","soilorder.Inceptisols","soilorder.Mollisols","soilorder.Oxisols","soilorder.Spodosols","soilorder.Ultisols","Baseline.depth..cm.","Baseline...sand","Baseline...silt","Baseline...clay","Baseline.TOC..","Baseline.pH","pH.method","SoilCollectionSeason","SoilCollectionSeason.spring","SoilCollectionSeason.summer","SoilCollectionSeason.fall","SoilCollectionSeason.winter","location.name","lat.decimal","long.decimal","maincrop","maincrop.cereal","maincrop.legume","maincrop.cereallegume","maincrop.otherrowcrop","maincrop.perennial","number.of.crop.species.in.control","cover.crop.added","ccadded.grass","ccadded.legume","ccadded.grasslegume","ccadded.brassica","ccadded.grassbrassica","ccadded.legumebrassica","ccadded.grasslegumebrassica","total.C.inputs.cover.crops..Mg.ha.1.yr.1.","bg.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.fallow..Mg.ha.1.yr.1.","ccseason","ccseason.spring","ccseason.summer","ccseason.fall","ccseason.winter","ccseason.yearround","number.crop.species.added","duration..yr.","reps","tillage","tillage.conventional","tillage.reducednotill","N.fertilization.rate..kg.ha.1.yr.1.","N.type","residue.removal....","logRR.type","logRR","percent.change","var","Further.notes","Further.notes.2","Temp","Prec","comp","depth","maincrop.category","cropping.system","cover.crop.category","cover.crop","sand","silt","clay","toc","ph","species.added","ag.C.inputs","duration","nfert","StudyNum"
"693",780,1049,"Baye09",138,"10.1080/00103620902820365","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",6.965517241,6.518987342,0.7611948356,0.7123978487,NA,1.45,1.58,NA,NA,NA,NA,NA,10,15,"subsoil",0,1,0,"Ultisols",0,0,0,0,0,1,"0-20",66,25.3,8.7,NA,NA,NA,"spring",1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,"corn",1,0,0,0,0,1,"oat, vetch",0,0,1,0,0,0,0,NA,NA,1.69,0.72,"winter","0","0",0,"1","0",2,8,2,"reduced or no-till",0,1,NA,NA,NA,"gkg",-0.066,-6,0.0119422,"","",19.4,1654,"cc vs. fallow","subsoil","cereal","cereal","grass+legume","grass+legume",66,25.3,8.7,NA,NA,2,1.69,8,NA,2
"694",781,1050,"Baye09",139,"10.1080/00103620902820365","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",6.965517241,6.036585366,0.7611948356,0.6596807453,NA,1.45,1.64,NA,NA,NA,NA,NA,10,15,"subsoil",0,1,0,"Ultisols",0,0,0,0,0,1,"0-20",66,25.3,8.7,NA,NA,NA,"spring",1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,"corn",1,0,0,0,0,1,"ryegrass, vetch",0,0,1,0,0,0,0,NA,NA,1.35,0.72,"winter","0","0",0,"1","0",2,8,2,"reduced or no-till",0,1,NA,NA,NA,"gkg",-0.143,-13,0.0119422,"","",19.4,1654,"cc vs. fallow","subsoil","cereal","cereal","grass+legume","grass+legume",66,25.3,8.7,NA,NA,2,1.35,8,NA,2
"695",782,1051,"Baye09",140,"10.1080/00103620902820365","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",6.965517241,7.701863354,0.7611948356,0.8416630678,NA,1.45,1.61,NA,NA,NA,NA,NA,10,15,"subsoil",0,1,0,"Ultisols",0,0,0,0,0,1,"0-20",66,25.3,8.7,NA,NA,NA,"spring",1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,"corn",1,0,0,0,0,1,"mucuna",0,1,0,0,0,0,0,NA,NA,2,0.72,"summer","0","1",0,"0","0",1,8,2,"reduced or no-till",0,1,NA,NA,NA,"gkg",0.1,11,0.0119422,"","",19.4,1654,"cc vs. fallow","subsoil","cereal","cereal","legume","legume",66,25.3,8.7,NA,NA,1,2,8,NA,2
"696",783,1052,"Mart",779,"10.1111/sum.12547","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",13.35068421,14.02544812,1.458968734,1.532707236,1,1.33,1.33,8.878205,9.326923,NA,NA,NA,10,15,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,"0-20",NA,NA,NA,1.52,5.8,"water","fall",0,0,1,0,"Santa Fe",-33.25,-61.55,"soybean",0,1,0,0,0,1,"triticale",1,0,0,0,0,0,0,4.175,NA,NA,NA,"winter","0","0",0,"1","0",1,4,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.049,5,0.0079615,"","",16.5,885,"cc vs. fallow","subsoil","legume","legume","grass","grass",NA,NA,NA,1.52,5.8,1,NA,4,0,10
"697",784,1053,"Mart",780,"10.1111/sum.12547","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",27.91237795,27.60952913,3.050277131,3.017181677,1,1.27,1.27,17.72436,17.532051,NA,NA,NA,10,15,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,"0-20",NA,NA,NA,2.67,5.4,"water","fall",0,0,1,0,"Balcarce",-37.75,-58.3,"soybean",0,1,0,0,0,1,"oats",1,0,0,0,0,0,0,1.95,NA,NA,NA,"winter","0","0",0,"1","0",1,4,3,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.011,-1,0.0079615,"","",14,827,"cc vs. fallow","subsoil","legume","legume","grass","grass",NA,NA,NA,2.67,5.4,1,NA,4,0,10
"766",865,1166,"Beeh",153,"10.2489/jswc.72.3.272","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"SOC",7.1,7.1,0.7758911716,0.7758911716,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Alfisols",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Kellogg",42.4053889,-85.40047222,"corn-soybean",0,0,1,0,0,2,"rye",1,0,0,0,0,0,0,NA,NA,0.040326263,NA,"winter","0","0",0,"1","0",1,4,4,"conventional",1,0,NA,NA,NA,"gkg",0,0,0.0059711,"depression topography","",8.7,912,"cc vs. fallow","subsoil","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,NA,1,0.040326263,4,NA,34
"767",866,1167,"Beeh",154,"10.2489/jswc.72.3.272","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"SOC",5.1,4.3,0.5573302782,0.4699059208,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Alfisols",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Kellogg",42.4053889,-85.40047222,"corn-soybean",0,0,1,0,0,2,"rye",1,0,0,0,0,0,0,NA,NA,0.1176335,NA,"winter","0","0",0,"1","0",1,4,4,"conventional",1,0,NA,NA,NA,"gkg",-0.171,-16,0.0059711,"slope topography","",8.7,912,"cc vs. fallow","subsoil","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,NA,1,0.1176335,4,NA,34
"768",867,1168,"Beeh",155,"10.2489/jswc.72.3.272","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"SOC",6.1,5.5,0.6666107249,0.6010424569,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Alfisols",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Kellogg",42.4053889,-85.40047222,"corn-soybean",0,0,1,0,0,2,"rye",1,0,0,0,0,0,0,NA,NA,0.0704944,NA,"winter","0","0",0,"1","0",1,4,4,"conventional",1,0,NA,NA,NA,"gkg",-0.104,-10,0.0059711,"summit topography","",8.7,912,"cc vs. fallow","subsoil","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,NA,1,0.0704944,4,NA,34
"769",868,1169,"Beeh",156,"10.2489/jswc.72.3.272","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"SOC",8,9.3,0.8742435736,1.016308154,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Alfisols",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Mason",42.5779722,-84.44197222,"corn-soybean",0,0,1,0,0,2,"rye",1,0,0,0,0,0,0,NA,NA,0.15010945,NA,"winter","0","0",0,"1","0",1,4,4,"conventional",1,0,NA,NA,NA,"gkg",0.151,16,0.0059711,"depression topography","",8.2,788,"cc vs. fallow","subsoil","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,NA,1,0.15010945,4,NA,34
"770",869,1170,"Beeh",157,"10.2489/jswc.72.3.272","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"SOC",5.4,5.6,0.5901144122,0.6119705015,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Alfisols",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Mason",42.5779722,-84.44197222,"corn-soybean",0,0,1,0,0,2,"rye",1,0,0,0,0,0,0,NA,NA,0.19994295,NA,"winter","0","0",0,"1","0",1,4,4,"conventional",1,0,NA,NA,NA,"gkg",0.036,4,0.0059711,"slope topography","",8.2,788,"cc vs. fallow","subsoil","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,NA,1,0.19994295,4,NA,34
"771",870,1171,"Beeh",158,"10.2489/jswc.72.3.272","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"SOC",5.8,5.9,0.6338265909,0.6447546355,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Alfisols",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Mason",42.5779722,-84.44197222,"corn-soybean",0,0,1,0,0,2,"rye",1,0,0,0,0,0,0,NA,NA,0.3225018,NA,"winter","0","0",0,"1","0",1,4,4,"conventional",1,0,NA,NA,NA,"gkg",0.017,2,0.0059711,"summit topography","",8.2,788,"cc vs. fallow","subsoil","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,NA,1,0.3225018,4,NA,34
"772",871,1172,"Belt21",207,"10.1002/saj2.20257","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",NA,NA,NA,NA,NA,NA,NA,8,8.8,0.987414408,1.086155849,1,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,NA,54.5,26.9,18.6,NA,5.6,"water","spring",1,0,0,0,"Villegas coarse textured soil",-34.9,-62.06666667,"soybean",0,1,0,0,0,1,"rye",1,0,0,0,0,0,0,NA,NA,2.01,NA,"winter","0","0",0,"1","0",1,8,3,"reduced or no-till",0,1,NA,NA,NA,"mgha",0.095,10,0.0101561,"","",15.7,833,"cc vs. fallow","subsoil","legume","legume","grass","grass",54.5,26.9,18.6,NA,5.6,1,2.01,8,NA,5
"773",872,1173,"Belt21",208,"10.1002/saj2.20257","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",NA,NA,NA,NA,NA,NA,NA,25.6,24.8,3.159726106,3.060984665,1,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,NA,23.6,56.9,19.5,NA,5.7,"water","spring",1,0,0,0,"Balcarce fine-textured soil with high temperature and rainfall",-37.75,-58.25,"soybean",0,1,0,0,0,1,"oat",1,0,0,0,0,0,0,NA,NA,1.96,NA,"winter","0","0",0,"1","0",1,8,3,"reduced or no-till",0,1,NA,NA,NA,"mgha",-0.032,-3,0.0101561,"","",14,827,"cc vs. fallow","subsoil","legume","legume","grass","grass",23.6,56.9,19.5,NA,5.7,1,1.96,8,NA,5
"774",873,1174,"Belt21",209,"10.1002/saj2.20257","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",NA,NA,NA,NA,NA,NA,NA,11.4,11.8,1.407065531,1.456436252,1,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,NA,8.3,70.8,20.9,NA,6,"water","spring",1,0,0,0,"Oliveros fine-textured soil with low temperature and rainfall",-32.5333333,-60.86666667,"soybean",0,1,0,0,0,1,"wheat",1,0,0,0,0,0,0,NA,NA,1.58,NA,"winter","0","0",0,"1","0",1,8,3,"reduced or no-till",0,1,NA,NA,NA,"mgha",0.034,4,0.0101561,"","",17.4,993,"cc vs. fallow","subsoil","legume","legume","grass","grass",8.3,70.8,20.9,NA,6,1,1.58,8,NA,5
"775",874,1175,"Chen",264,"10.1016/j.agee.2016.03.009","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Asia",0,1,0,0,0,0,"China","direct",1,0,"total organic matter",0,"SOC",24.787233,24.787233,1.595745,0.7978,NA,1.17,1.16,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"fall",0,0,1,0,"China Rice Research Institute",30.3,120.2,"rice",1,0,0,0,0,1,"oilseed rape",0,0,0,1,0,0,0,2.55346,0.71146,1.842,NA,"winter","0","0",0,"1","0",1,11,3,"conventional",1,0,225,"organic",75,"gkg",0,0,0.0017268,"""most of the rice straw was removed after the harvest of
summer rice""","",16.8,1353,"cc vs. fallow","subsoil","cereal","cereal","brassica","brassica",NA,NA,NA,NA,NA,1,1.842,11,225,36
"776",875,1176,"Chen",265,"10.1016/j.agee.2016.03.009","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Asia",0,1,0,0,0,0,"China","direct",1,0,"total organic matter",0,"SOC",24.787233,25.319149,1.595745,0.239361,NA,1.17,1.11,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"fall",0,0,1,0,"China Rice Research Institute",30.3,120.2,"rice",1,0,0,0,0,1,"wheat",1,0,0,0,0,0,0,4.06148,0.81448,3.247,NA,"winter","0","0",0,"1","0",1,11,3,"conventional",1,0,225,"organic",75,"gkg",0.021,2,0.0014113,"""most of the rice straw was removed after the harvest of
summer rice""","",16.8,1353,"cc vs. fallow","subsoil","cereal","cereal","grass","grass",NA,NA,NA,NA,NA,1,3.247,11,225,36
"777",880,1181,"deOl",379,"10.1590/18069657rbcs20150105","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",9.668674699,11.31325301,1.05659709,1.236317343,1,1.66,1.66,16.05,18.78,NA,NA,NA,10,20,"subsoil",0,1,0,"Oxisols",0,0,0,1,0,0,"0-20",90,1.65,8.35,NA,5.85,"water","spring",1,0,0,0,"Rio Real",-11.4644444,-37.93638889,"orange tree",0,0,0,0,1,1,"brachiaria",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",1,1,3,"conventional",1,0,NA,NA,NA,"gkg",0.157,17,0.0079615,"","",24.1,946,"cc vs. fallow","subsoil","perennial","perennial","grass","grass",90,1.65,8.35,NA,5.85,1,NA,1,NA,31
"778",881,1182,"deOl",380,"10.1590/18069657rbcs20150105","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",9.668674699,11.63253012,1.05659709,1.271208088,1,1.66,1.66,16.05,19.31,NA,NA,NA,10,20,"subsoil",0,1,0,"Oxisols",0,0,0,1,0,0,"0-20",90,1.65,8.35,NA,5.85,"water","spring",1,0,0,0,"Rio Real",-11.4644444,-37.93638889,"orange tree",0,0,0,0,1,1,"millet",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",1,1,3,"conventional",1,0,NA,NA,NA,"gkg",0.185,20,0.0079615,"","",24.1,946,"cc vs. fallow","subsoil","perennial","perennial","grass","grass",90,1.65,8.35,NA,5.85,1,NA,1,NA,31
"779",882,1183,"deOl",381,"10.1590/18069657rbcs20150105","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",9.668674699,11.04216867,1.05659709,1.206693125,1,1.66,1.66,16.05,18.33,NA,NA,NA,10,20,"subsoil",0,1,0,"Oxisols",0,0,0,1,0,0,"0-20",90,1.65,8.35,NA,5.85,"water","spring",1,0,0,0,"Rio Real",-11.4644444,-37.93638889,"orange tree",0,0,0,0,1,1,"jack bean",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",1,1,3,"conventional",1,0,NA,NA,NA,"gkg",0.133,14,0.0079615,"","",24.1,946,"cc vs. fallow","subsoil","perennial","perennial","legume","legume",90,1.65,8.35,NA,5.85,1,NA,1,NA,31
"780",883,1184,"deOl",382,"10.1590/18069657rbcs20150105","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",9.668674699,7.759036145,1.05659709,0.8479109358,1,1.66,1.66,16.05,12.88,NA,NA,NA,10,20,"subsoil",0,1,0,"Oxisols",0,0,0,1,0,0,"0-20",90,1.65,8.35,NA,5.85,"water","spring",1,0,0,0,"Rio Real",-11.4644444,-37.93638889,"orange tree",0,0,0,0,1,1,"jack bean, millet",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",2,1,3,"conventional",1,0,NA,NA,NA,"gkg",-0.22,-20,0.0079615,"","",24.1,946,"cc vs. fallow","subsoil","perennial","perennial","grass+legume","grass+legume",90,1.65,8.35,NA,5.85,2,NA,1,NA,31
"781",884,1185,"Duva",433,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",13.9,13.4,1.518998209,1.464357986,1,1.33,1.33,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"wheat",1,0,0,0,0,0,0,NA,NA,3.25,NA,"winter","0","0",0,"1","0",1,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.037,-4,0.0079615,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"cc vs. fallow","subsoil","legume","legume","grass","grass",10.2,69.9,19.9,1.66,NA,1,3.25,5,0,7
"782",885,1186,"Duva",434,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",13.9,14,1.518998209,1.529926254,1,1.33,1.33,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"oat",1,0,0,0,0,0,0,NA,NA,3.27,NA,"winter","0","0",0,"1","0",1,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.007,1,0.0079615,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"cc vs. fallow","subsoil","legume","legume","grass","grass",10.2,69.9,19.9,1.66,NA,1,3.27,5,0,7
"783",886,1187,"Duva",435,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",13.9,13.9,1.518998209,1.518998209,1,1.33,1.33,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"oat, vetch",0,0,1,0,0,0,0,NA,NA,2.68,NA,"winter","0","0",0,"1","0",2,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0,0,0.0079615,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"cc vs. fallow","subsoil","legume","legume","grass+legume","grass+legume",10.2,69.9,19.9,1.66,NA,2,2.68,5,0,7
"784",887,1188,"Duva",436,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",13.9,13.6,1.518998209,1.486214075,1,1.33,1.33,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"vetch",0,1,0,0,0,0,0,NA,NA,1.75,NA,"winter","0","0",0,"1","0",1,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.022,-2,0.0079615,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"cc vs. fallow","subsoil","legume","legume","legume","legume",10.2,69.9,19.9,1.66,NA,1,1.75,5,0,7
"785",888,1189,"Guim",560,"10.1016/j.still.2020.104863","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",6.46,8.37,0.7059516857,0.9146773389,1,1.3366693,1.3359134,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Inceptisols",0,1,0,0,0,0,"0-20",40.75,19.5,39.75,1.06,5.35,NA,"winter",0,0,0,1,"Lavras",-21.2393889,-44.96905556,"olive",0,0,0,0,1,1,"jack bean",0,1,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,3,3,NA,0,0,31.26,"inorganic",NA,"gkg",0.259,30,0.0079615,"","",20,1519,"cc vs. fallow","subsoil","perennial","perennial","legume","legume",40.75,19.5,39.75,1.06,5.35,1,NA,3,31.26,21
"786",889,1190,"Guim",561,"10.1016/j.still.2020.104863","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",6.46,9.11,0.7059516857,0.9955448694,1,1.3366693,1.325188,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Inceptisols",0,1,0,0,0,0,"0-20",40.75,19.5,39.75,1.06,5.35,NA,"winter",0,0,0,1,"Lavras",-21.2393889,-44.96905556,"olive",0,0,0,0,1,1,"pearl millet, brown hemp",0,0,1,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",2,3,3,NA,0,0,31.26,"inorganic",NA,"gkg",0.344,41,0.0079615,"","",20,1519,"cc vs. fallow","subsoil","perennial","perennial","grass+legume","grass+legume",40.75,19.5,39.75,1.06,5.35,2,NA,3,31.26,21
"787",890,1191,"Land",736,"10.3232/SJSS.2020.V10.N2.03","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",13.4,14.8,1.464357986,1.617350611,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,1.89,6.4,NA,"fall",0,0,1,0,"Marcos Juarez INTA Experimental Station",-32.7124028,-61.09613056,"soybean,corn",0,0,1,0,0,2,"common vetch",0,1,0,0,0,0,0,NA,NA,1.702035,NA,"winter","0","0",0,"1","0",1,9,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.099,10,0.0079615,"","",17.1,963,"cc vs. fallow","subsoil","cereal+legume","cereal+legume","legume","legume",NA,NA,NA,1.89,6.4,1,1.702035,9,0,32
"788",891,1192,"Land",737,"10.3232/SJSS.2020.V10.N2.03","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",13.4,14.7,1.464357986,1.606422566,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,1.89,6.4,NA,"fall",0,0,1,0,"Marcos Juarez INTA Experimental Station",-32.7124028,-61.09613056,"soybean,corn",0,0,1,0,0,2,"hairy vetch",0,1,0,0,0,0,0,NA,NA,2.6006233,NA,"winter","0","0",0,"1","0",1,9,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.093,10,0.0079615,"","",17.1,963,"cc vs. fallow","subsoil","cereal+legume","cereal+legume","legume","legume",NA,NA,NA,1.89,6.4,1,2.6006233,9,0,32
"789",892,1193,"Land",738,"10.3232/SJSS.2020.V10.N2.03","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",13.4,13.1,1.464357986,1.431573852,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,1.89,6.4,NA,"fall",0,0,1,0,"Marcos Juarez INTA Experimental Station",-32.7124028,-61.09613056,"soybean,corn",0,0,1,0,0,2,"hairy vetch,triticale",0,0,1,0,0,0,0,NA,NA,3.2800798,NA,"winter","0","0",0,"1","0",2,9,3,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.023,-2,0.0079615,"","",17.1,963,"cc vs. fallow","subsoil","cereal+legume","cereal+legume","grass+legume","grass+legume",NA,NA,NA,1.89,6.4,2,3.2800798,9,0,32
